Primary.Site,Case.ID,tissue
Other and unspecified parts of tongue,TCGA-IQ-A61J-01A,Other and unspecified parts of tongue
Oropharynx,TCGA-IQ-A61O-01A,Oropharynx
Other and unspecified parts of tongue,TCGA-IQ-A6SH-01A,Other and unspecified parts of tongue
Larynx,TCGA-KU-A66S-01A,Larynx
Floor of mouth,TCGA-KU-A66T-01A,Floor of mouth
Tonsil,TCGA-KU-A6H7-01A,Tonsil
Tonsil,TCGA-KU-A6H7-06A,Tonsil
Other and unspecified parts of tongue,TCGA-KU-A6H8-01A,Other and unspecified parts of tongue
Tonsil,TCGA-MT-A51W-01A,Tonsil
Other and unspecified parts of tongue,TCGA-MT-A51X-01A,Other and unspecified parts of tongue
Other and unspecified parts of tongue,TCGA-MT-A67A-01A,Other and unspecified parts of tongue
Floor of mouth,TCGA-MT-A67D-01A,Floor of mouth
Other and unspecified parts of mouth,TCGA-MT-A67F-01A,Other and unspecified parts of mouth
Floor of mouth,TCGA-MT-A7BN-01A,Floor of mouth
Tonsil,TCGA-MZ-A5BI-01A,Tonsil
Oropharynx,TCGA-MZ-A6I9-01A,Oropharynx
Base of tongue,TCGA-MZ-A7D7-01A,Base of tongue
Tonsil,TCGA-P3-A5Q5-01A,Tonsil
Tonsil,TCGA-P3-A5Q6-01A,Tonsil
Other and unspecified parts of tongue,TCGA-P3-A5QA-01A,Other and unspecified parts of tongue
Base of tongue,TCGA-P3-A5QE-01A,Base of tongue
Gum,TCGA-P3-A5QF-01A,Gum
Tonsil,TCGA-P3-A6SW-01A,Tonsil
Tonsil,TCGA-P3-A6SX-01A,Tonsil
Floor of mouth,TCGA-P3-A6T0-01A,Floor of mouth
Other and unspecified parts of mouth,TCGA-P3-A6T2-01A,Other and unspecified parts of mouth
Other and unspecified parts of mouth,TCGA-P3-A6T3-01A,Other and unspecified parts of mouth
Floor of mouth,TCGA-P3-A6T4-01A,Floor of mouth
Gum,TCGA-P3-A6T5-01A,Gum
Gum,TCGA-P3-A6T6-01A,Gum
Floor of mouth,TCGA-P3-A6T7-01A,Floor of mouth
Floor of mouth,TCGA-P3-A6T8-01A,Floor of mouth
Palate,TCGA-QK-A64Z-01A,Palate
Other and unspecified parts of tongue,TCGA-QK-A652-01A,Other and unspecified parts of tongue
Tonsil,TCGA-QK-A6IF-01A,Tonsil
Other and unspecified parts of mouth,TCGA-QK-A6IG-01A,Other and unspecified parts of mouth
Gum,TCGA-QK-A6IH-01A,Gum
Floor of mouth,TCGA-QK-A6II-01A,Floor of mouth
Floor of mouth,TCGA-QK-A6IJ-01A,Floor of mouth
Tonsil,TCGA-QK-A6V9-01A,Tonsil
Floor of mouth,TCGA-QK-A6VB-01A,Floor of mouth
Hypopharynx,TCGA-QK-A6VC-01A,Hypopharynx
Floor of mouth,TCGA-QK-A8Z7-01A,Floor of mouth
Larynx,TCGA-QK-A8Z8-01A,Larynx
Floor of mouth,TCGA-QK-A8Z9-01B,Floor of mouth
Oropharynx,TCGA-QK-A8ZA-01A,Oropharynx
Larynx,TCGA-QK-A8ZB-01A,Larynx
Larynx,TCGA-QK-AA3J-01A,Larynx
Other and unspecified parts of tongue,TCGA-QK-AA3K-01A,Other and unspecified parts of tongue
Other and unspecified parts of mouth,TCGA-RS-A6TO-01A,Other and unspecified parts of mouth
Tonsil,TCGA-RS-A6TP-01A,Tonsil
Floor of mouth,TCGA-T2-A6WX-01A,Floor of mouth
Base of tongue,TCGA-T2-A6WZ-01A,Base of tongue
Tonsil,TCGA-T2-A6X0-01A,Tonsil
Gum,TCGA-T2-A6X2-01A,Gum
Larynx,TCGA-T3-A92M-01A,Larynx
Floor of mouth,TCGA-T3-A92N-01A,Floor of mouth
Tonsil,TCGA-TN-A7HI-01A,Tonsil
Larynx,TCGA-TN-A7HJ-01A,Larynx
Hypopharynx,TCGA-TN-A7HL-01A,Hypopharynx
Larynx,TCGA-UF-A718-01A,Larynx
Floor of mouth,TCGA-UF-A719-01A,Floor of mouth
Floor of mouth,TCGA-UF-A71A-01A,Floor of mouth
Floor of mouth,TCGA-UF-A71A-06A,Floor of mouth
Gum,TCGA-UF-A71B-01A,Gum
Larynx,TCGA-UF-A71D-01A,Larynx
Floor of mouth,TCGA-UF-A71E-01A,Floor of mouth
Larynx,TCGA-UF-A7J9-01A,Larynx
Other and unspecified parts of mouth,TCGA-UF-A7JA-01A,Other and unspecified parts of mouth
Floor of mouth,TCGA-UF-A7JC-01A,Floor of mouth
Other and unspecified parts of mouth,TCGA-UF-A7JD-01A,Other and unspecified parts of mouth
Larynx,TCGA-UF-A7JF-01A,Larynx
Larynx,TCGA-UF-A7JH-01A,Larynx
Larynx,TCGA-UF-A7JJ-01A,Larynx
Larynx,TCGA-UF-A7JK-01A,Larynx
Floor of mouth,TCGA-UF-A7JO-01A,Floor of mouth
Other and unspecified parts of tongue,TCGA-UF-A7JS-01A,Other and unspecified parts of tongue
Floor of mouth,TCGA-UF-A7JT-01A,Floor of mouth
Hypopharynx,TCGA-UF-A7JV-01A,Hypopharynx
Other and unspecified parts of tongue,TCGA-UP-A6WW-01A,Other and unspecified parts of tongue
Floor of mouth,TCGA-WA-A7GZ-11A,Floor of mouth
Other and unspecified parts of tongue,TCGA-WA-A7H4-01A,Other and unspecified parts of tongue
Kidney,TCGA-KL-8323-01A,Kidney
Kidney,TCGA-KL-8324-01A,Kidney
Kidney,TCGA-KL-8324-11A,Kidney
Kidney,TCGA-KL-8325-01A,Kidney
Kidney,TCGA-KL-8326-01A,Kidney
Kidney,TCGA-KL-8326-11A,Kidney
Kidney,TCGA-KL-8327-01A,Kidney
Kidney,TCGA-KL-8328-01A,Kidney
Kidney,TCGA-KL-8329-01A,Kidney
Kidney,TCGA-KL-8329-11A,Kidney
Kidney,TCGA-KL-8330-01A,Kidney
Kidney,TCGA-KL-8331-01A,Kidney
Kidney,TCGA-KL-8332-01A,Kidney
Kidney,TCGA-KL-8333-01A,Kidney
Kidney,TCGA-KL-8334-01A,Kidney
Kidney,TCGA-KL-8335-01A,Kidney
Kidney,TCGA-KL-8336-01A,Kidney
Kidney,TCGA-KL-8336-11A,Kidney
Kidney,TCGA-KL-8337-01A,Kidney
Kidney,TCGA-KL-8338-01A,Kidney
Kidney,TCGA-KL-8339-01A,Kidney
Kidney,TCGA-KL-8339-11A,Kidney
Kidney,TCGA-KL-8340-01A,Kidney
Kidney,TCGA-KL-8341-01A,Kidney
Kidney,TCGA-KL-8342-01A,Kidney
Kidney,TCGA-KL-8343-01A,Kidney
Kidney,TCGA-KL-8344-01A,Kidney
Kidney,TCGA-KL-8345-01A,Kidney
Kidney,TCGA-KL-8346-01A,Kidney
Kidney,TCGA-KM-8438-01A,Kidney
Kidney,TCGA-KM-8439-01A,Kidney
Kidney,TCGA-KM-8440-01A,Kidney
Kidney,TCGA-KM-8441-01A,Kidney
Kidney,TCGA-KM-8442-01A,Kidney
Kidney,TCGA-KM-8443-01A,Kidney
Kidney,TCGA-KM-8476-01A,Kidney
Kidney,TCGA-KM-8477-01A,Kidney
Kidney,TCGA-KM-8639-01A,Kidney
Kidney,TCGA-KN-8418-01A,Kidney
Kidney,TCGA-KN-8419-01A,Kidney
Kidney,TCGA-KN-8419-11A,Kidney
Kidney,TCGA-KN-8421-01A,Kidney
Kidney,TCGA-KN-8422-11A,Kidney
Kidney,TCGA-KN-8423-01A,Kidney
Kidney,TCGA-KN-8423-11A,Kidney
Kidney,TCGA-KN-8424-01A,Kidney
Kidney,TCGA-KN-8424-11A,Kidney
Kidney,TCGA-KN-8425-01A,Kidney
Kidney,TCGA-KN-8425-11A,Kidney
Kidney,TCGA-KN-8426-01A,Kidney
Kidney,TCGA-KN-8426-11A,Kidney
Kidney,TCGA-KN-8427-01A,Kidney
Kidney,TCGA-KN-8427-11A,Kidney
Kidney,TCGA-KN-8428-01A,Kidney
Kidney,TCGA-KN-8428-11A,Kidney
Kidney,TCGA-KN-8429-01A,Kidney
Kidney,TCGA-KN-8429-11A,Kidney
Kidney,TCGA-KN-8430-01A,Kidney
Kidney,TCGA-KN-8430-11A,Kidney
Kidney,TCGA-KN-8431-01A,Kidney
Kidney,TCGA-KN-8431-11A,Kidney
Kidney,TCGA-KN-8432-01A,Kidney
Kidney,TCGA-KN-8432-11A,Kidney
Kidney,TCGA-KN-8433-01A,Kidney
Kidney,TCGA-KN-8433-11A,Kidney
Kidney,TCGA-KN-8434-01A,Kidney
Kidney,TCGA-KN-8434-11A,Kidney
Kidney,TCGA-KN-8435-01A,Kidney
Kidney,TCGA-KN-8435-11A,Kidney
Kidney,TCGA-KN-8436-01A,Kidney
Kidney,TCGA-KN-8436-11A,Kidney
Kidney,TCGA-KN-8437-01A,Kidney
Kidney,TCGA-KN-8437-11A,Kidney
Kidney,TCGA-KO-8403-01A,Kidney
Kidney,TCGA-KO-8403-11A,Kidney
Kidney,TCGA-KO-8404-01A,Kidney
Kidney,TCGA-KO-8405-01A,Kidney
Kidney,TCGA-KO-8406-01A,Kidney
Kidney,TCGA-KO-8407-01A,Kidney
Kidney,TCGA-KO-8408-01A,Kidney
Kidney,TCGA-KO-8409-01A,Kidney
Kidney,TCGA-KO-8410-01A,Kidney
Kidney,TCGA-KO-8411-01A,Kidney
Kidney,TCGA-KO-8413-01A,Kidney
Kidney,TCGA-KO-8414-01A,Kidney
Kidney,TCGA-KO-8415-01A,Kidney
Kidney,TCGA-KO-8415-11A,Kidney
Kidney,TCGA-KO-8416-01A,Kidney
Kidney,TCGA-KO-8417-01A,Kidney
Kidney,TCGA-3Z-A93Z-01A,Kidney
Kidney,TCGA-6D-AA2E-01A,Kidney
Kidney,TCGA-A3-3307-01A,Kidney
Kidney,TCGA-A3-3316-01A,Kidney
Kidney,TCGA-A3-3326-01A,Kidney
Kidney,TCGA-A3-3346-01A,Kidney
Kidney,TCGA-A3-3347-01A,Kidney
Kidney,TCGA-A3-3349-01A,Kidney
Kidney,TCGA-A3-3351-01A,Kidney
Kidney,TCGA-A3-3357-01A,Kidney
Kidney,TCGA-A3-3358-01A,Kidney
Kidney,TCGA-A3-3358-11A,Kidney
Kidney,TCGA-A3-3362-01A,Kidney
Kidney,TCGA-A3-3363-01A,Kidney
Kidney,TCGA-A3-3365-01A,Kidney
Kidney,TCGA-A3-3367-01A,Kidney
Kidney,TCGA-A3-3370-01A,Kidney
Kidney,TCGA-A3-3373-01A,Kidney
Kidney,TCGA-A3-3376-01A,Kidney
Kidney,TCGA-A3-3380-01A,Kidney
Kidney,TCGA-A3-3385-01A,Kidney
Kidney,TCGA-A3-3387-01A,Kidney
Kidney,TCGA-A3-3387-11A,Kidney
Kidney,TCGA-A3-A6NI-01A,Kidney
Kidney,TCGA-A3-A6NJ-01A,Kidney
Kidney,TCGA-A3-A6NL-01A,Kidney
Kidney,TCGA-A3-A6NN-01A,Kidney
Kidney,TCGA-A3-A8CQ-01A,Kidney
Kidney,TCGA-A3-A8OU-01A,Kidney
Kidney,TCGA-A3-A8OV-01A,Kidney
Kidney,TCGA-A3-A8OW-01A,Kidney
Kidney,TCGA-A3-A8OX-01A,Kidney
Kidney,TCGA-AK-3425-01A,Kidney
Kidney,TCGA-AK-3426-01A,Kidney
Kidney,TCGA-AK-3427-01A,Kidney
Kidney,TCGA-AK-3428-01A,Kidney
Kidney,TCGA-AK-3429-01A,Kidney
Kidney,TCGA-AK-3431-01A,Kidney
Kidney,TCGA-AK-3433-01A,Kidney
Kidney,TCGA-AK-3434-01A,Kidney
Kidney,TCGA-AK-3436-01A,Kidney
Kidney,TCGA-AK-3445-01A,Kidney
Kidney,TCGA-AK-3447-01A,Kidney
Kidney,TCGA-AK-3450-01A,Kidney
Kidney,TCGA-AK-3451-01A,Kidney
Kidney,TCGA-AK-3454-01A,Kidney
Kidney,TCGA-AK-3455-01A,Kidney
Kidney,TCGA-AK-3456-01A,Kidney
Kidney,TCGA-AK-3458-01A,Kidney
Kidney,TCGA-AK-3460-01A,Kidney
Kidney,TCGA-AK-3461-01A,Kidney
Kidney,TCGA-AS-3777-01A,Kidney
Kidney,TCGA-B0-4688-01A,Kidney
Kidney,TCGA-B0-4690-01A,Kidney
Kidney,TCGA-B0-4691-01A,Kidney
Kidney,TCGA-B0-4693-01A,Kidney
Kidney,TCGA-B0-4694-01A,Kidney
Kidney,TCGA-B0-4696-01A,Kidney
Kidney,TCGA-B0-4697-01A,Kidney
Kidney,TCGA-B0-4698-01A,Kidney
Kidney,TCGA-B0-4699-01A,Kidney
Kidney,TCGA-B0-4700-01A,Kidney
Kidney,TCGA-B0-4700-11A,Kidney
Kidney,TCGA-B0-4701-01A,Kidney
Kidney,TCGA-B0-4703-01A,Kidney
Kidney,TCGA-B0-4706-01A,Kidney
Kidney,TCGA-B0-4707-01A,Kidney
Kidney,TCGA-B0-4710-01A,Kidney
Kidney,TCGA-B0-4712-01A,Kidney
Kidney,TCGA-B0-4712-11A,Kidney
Kidney,TCGA-B0-4713-01A,Kidney
Kidney,TCGA-B0-4714-01A,Kidney
Kidney,TCGA-B0-4718-01A,Kidney
Kidney,TCGA-B0-4810-01A,Kidney
Kidney,TCGA-B0-4811-01A,Kidney
Kidney,TCGA-B0-4813-01A,Kidney
Kidney,TCGA-B0-4814-01A,Kidney
Kidney,TCGA-B0-4815-01A,Kidney
Kidney,TCGA-B0-4816-01A,Kidney
Kidney,TCGA-B0-4817-01A,Kidney
Kidney,TCGA-B0-4818-01A,Kidney
Kidney,TCGA-B0-4819-01A,Kidney
Kidney,TCGA-B0-4821-01A,Kidney
Kidney,TCGA-B0-4822-01A,Kidney
Kidney,TCGA-B0-4823-01A,Kidney
Kidney,TCGA-B0-4824-01A,Kidney
Kidney,TCGA-B0-4827-01A,Kidney
Kidney,TCGA-B0-4828-01A,Kidney
Kidney,TCGA-B0-4833-01A,Kidney
Kidney,TCGA-B0-4834-01A,Kidney
Kidney,TCGA-B0-4836-01A,Kidney
Kidney,TCGA-B0-4837-01A,Kidney
Kidney,TCGA-B0-4838-01A,Kidney
Kidney,TCGA-B0-4839-01A,Kidney
Kidney,TCGA-B0-4841-01A,Kidney
Kidney,TCGA-B0-4842-01A,Kidney
Kidney,TCGA-B0-4843-01A,Kidney
Kidney,TCGA-B0-4844-01A,Kidney
Kidney,TCGA-B0-4845-01A,Kidney
Kidney,TCGA-B0-4846-01A,Kidney
Kidney,TCGA-B0-4847-01A,Kidney
Kidney,TCGA-B0-4848-01A,Kidney
Kidney,TCGA-B0-4849-01A,Kidney
Kidney,TCGA-B0-4852-01A,Kidney
Kidney,TCGA-B0-4945-01A,Kidney
Kidney,TCGA-B0-5075-01A,Kidney
Kidney,TCGA-B0-5077-01A,Kidney
Kidney,TCGA-B0-5080-01A,Kidney
Kidney,TCGA-B0-5081-01A,Kidney
Kidney,TCGA-B0-5083-01A,Kidney
Kidney,TCGA-B0-5084-01A,Kidney
Kidney,TCGA-B0-5085-01A,Kidney
Kidney,TCGA-B0-5088-01A,Kidney
Kidney,TCGA-B0-5092-01A,Kidney
Kidney,TCGA-B0-5094-01A,Kidney
Kidney,TCGA-B0-5095-01A,Kidney
Kidney,TCGA-B0-5096-01A,Kidney
Kidney,TCGA-B0-5097-01A,Kidney
Kidney,TCGA-B0-5098-01A,Kidney
Kidney,TCGA-B0-5099-01A,Kidney
Kidney,TCGA-B0-5100-01A,Kidney
Kidney,TCGA-B0-5102-01A,Kidney
Kidney,TCGA-B0-5104-01A,Kidney
Kidney,TCGA-B0-5106-01A,Kidney
Kidney,TCGA-B0-5107-01A,Kidney
Kidney,TCGA-B0-5108-01A,Kidney
Kidney,TCGA-B0-5109-01A,Kidney
Kidney,TCGA-B0-5110-01A,Kidney
Kidney,TCGA-B0-5113-01A,Kidney
Kidney,TCGA-B0-5115-01A,Kidney
Kidney,TCGA-B0-5116-01A,Kidney
Kidney,TCGA-B0-5117-01A,Kidney
Kidney,TCGA-B0-5119-01A,Kidney
Kidney,TCGA-B0-5120-01A,Kidney
Kidney,TCGA-B0-5121-01A,Kidney
Kidney,TCGA-B0-5399-01A,Kidney
Kidney,TCGA-B0-5400-01A,Kidney
Kidney,TCGA-B0-5402-01A,Kidney
Kidney,TCGA-B0-5402-11A,Kidney
Kidney,TCGA-B0-5690-01A,Kidney
Kidney,TCGA-B0-5690-11A,Kidney
Kidney,TCGA-B0-5691-01A,Kidney
Kidney,TCGA-B0-5691-11A,Kidney
Kidney,TCGA-B0-5692-01A,Kidney
Kidney,TCGA-B0-5693-01A,Kidney
Kidney,TCGA-B0-5694-01A,Kidney
Kidney,TCGA-B0-5694-11A,Kidney
Kidney,TCGA-B0-5695-01A,Kidney
Kidney,TCGA-B0-5696-01A,Kidney
Kidney,TCGA-B0-5696-11A,Kidney
Kidney,TCGA-B0-5697-01A,Kidney
Kidney,TCGA-B0-5697-11A,Kidney
Kidney,TCGA-B0-5698-01A,Kidney
Kidney,TCGA-B0-5699-01A,Kidney
Kidney,TCGA-B0-5699-11A,Kidney
Kidney,TCGA-B0-5700-01A,Kidney
Kidney,TCGA-B0-5701-01A,Kidney
Kidney,TCGA-B0-5701-11A,Kidney
Kidney,TCGA-B0-5702-01A,Kidney
Kidney,TCGA-B0-5703-01A,Kidney
Kidney,TCGA-B0-5703-11A,Kidney
Kidney,TCGA-B0-5705-01A,Kidney
Kidney,TCGA-B0-5705-11A,Kidney
Kidney,TCGA-B0-5706-01A,Kidney
Kidney,TCGA-B0-5706-11A,Kidney
Kidney,TCGA-B0-5707-01A,Kidney
Kidney,TCGA-B0-5709-01A,Kidney
Kidney,TCGA-B0-5709-11A,Kidney
Kidney,TCGA-B0-5710-01A,Kidney
Kidney,TCGA-B0-5711-01A,Kidney
Kidney,TCGA-B0-5711-11A,Kidney
Kidney,TCGA-B0-5712-01A,Kidney
Kidney,TCGA-B0-5712-11A,Kidney
Kidney,TCGA-B0-5713-01A,Kidney
Kidney,TCGA-B0-5812-01A,Kidney
Kidney,TCGA-B2-3923-01B,Kidney
Kidney,TCGA-B2-3924-01B,Kidney
Kidney,TCGA-B2-4098-01A,Kidney
Kidney,TCGA-B2-4099-01A,Kidney
Kidney,TCGA-B2-4101-01A,Kidney
Kidney,TCGA-B2-4102-01A,Kidney
Kidney,TCGA-B2-5633-01B,Kidney
Kidney,TCGA-B2-5635-01B,Kidney
Kidney,TCGA-B2-5636-01A,Kidney
Kidney,TCGA-B2-5636-11A,Kidney
Kidney,TCGA-B2-5639-01A,Kidney
Kidney,TCGA-B2-5641-01A,Kidney
Kidney,TCGA-B2-5641-11A,Kidney
Kidney,TCGA-B2-A4SR-01A,Kidney
Kidney,TCGA-B4-5377-01A,Kidney
Kidney,TCGA-B4-5378-01A,Kidney
Kidney,TCGA-B4-5832-01A,Kidney
Kidney,TCGA-B4-5834-01A,Kidney
Kidney,TCGA-B4-5835-01A,Kidney
Kidney,TCGA-B4-5836-01A,Kidney
Kidney,TCGA-B4-5838-01A,Kidney
Kidney,TCGA-B4-5843-01A,Kidney
Kidney,TCGA-B4-5844-01A,Kidney
Kidney,TCGA-B8-4143-01A,Kidney
Kidney,TCGA-B8-4146-01B,Kidney
Kidney,TCGA-B8-4148-01A,Kidney
Kidney,TCGA-B8-4151-01A,Kidney
Kidney,TCGA-B8-4153-01B,Kidney
Kidney,TCGA-B8-4154-01A,Kidney
Kidney,TCGA-B8-4619-01A,Kidney
Kidney,TCGA-B8-4619-11A,Kidney
Kidney,TCGA-B8-4620-01A,Kidney
Kidney,TCGA-B8-4620-11A,Kidney
Kidney,TCGA-B8-4621-01A,Kidney
Kidney,TCGA-B8-4622-01A,Kidney
Kidney,TCGA-B8-4622-11A,Kidney
Kidney,TCGA-B8-5158-01A,Kidney
Kidney,TCGA-B8-5159-01A,Kidney
Kidney,TCGA-B8-5162-01A,Kidney
Kidney,TCGA-B8-5163-01A,Kidney
Kidney,TCGA-B8-5164-01A,Kidney
Kidney,TCGA-B8-5165-01A,Kidney
Kidney,TCGA-B8-5545-01A,Kidney
Kidney,TCGA-B8-5546-01A,Kidney
Kidney,TCGA-B8-5549-01A,Kidney
Kidney,TCGA-B8-5549-11A,Kidney
Kidney,TCGA-B8-5550-01A,Kidney
Kidney,TCGA-B8-5551-01A,Kidney
Kidney,TCGA-B8-5552-01B,Kidney
Kidney,TCGA-B8-5552-11A,Kidney
Kidney,TCGA-B8-5553-01A,Kidney
Kidney,TCGA-B8-A54D-01A,Kidney
Kidney,TCGA-B8-A54E-01A,Kidney
Kidney,TCGA-B8-A54F-01A,Kidney
Kidney,TCGA-B8-A54G-01A,Kidney
Kidney,TCGA-B8-A54H-01A,Kidney
Kidney,TCGA-B8-A54I-01A,Kidney
Kidney,TCGA-B8-A54J-01A,Kidney
Kidney,TCGA-B8-A54K-01A,Kidney
Kidney,TCGA-B8-A7U6-01A,Kidney
Kidney,TCGA-B8-A8YJ-01A,Kidney
Kidney,TCGA-BP-4158-01A,Kidney
Kidney,TCGA-BP-4159-01A,Kidney
Kidney,TCGA-BP-4160-01A,Kidney
Kidney,TCGA-BP-4161-01A,Kidney
Kidney,TCGA-BP-4162-01A,Kidney
Kidney,TCGA-BP-4163-01A,Kidney
Kidney,TCGA-BP-4164-01A,Kidney
Kidney,TCGA-BP-4165-01A,Kidney
Kidney,TCGA-BP-4166-01A,Kidney
Kidney,TCGA-BP-4167-01A,Kidney
Kidney,TCGA-BP-4169-01A,Kidney
Kidney,TCGA-BP-4173-01A,Kidney
Kidney,TCGA-BP-4174-01A,Kidney
Kidney,TCGA-BP-4176-01A,Kidney
Kidney,TCGA-BP-4177-01A,Kidney
Kidney,TCGA-BP-4325-01A,Kidney
Kidney,TCGA-BP-4326-01A,Kidney
Kidney,TCGA-BP-4327-01A,Kidney
Kidney,TCGA-BP-4329-01A,Kidney
Kidney,TCGA-BP-4330-01A,Kidney
Kidney,TCGA-BP-4331-01A,Kidney
Kidney,TCGA-BP-4332-01A,Kidney
Kidney,TCGA-BP-4334-01A,Kidney
Kidney,TCGA-BP-4335-01A,Kidney
Kidney,TCGA-BP-4337-01A,Kidney
Kidney,TCGA-BP-4338-01A,Kidney
Kidney,TCGA-BP-4340-01A,Kidney
Kidney,TCGA-BP-4341-01A,Kidney
Kidney,TCGA-BP-4342-01A,Kidney
Kidney,TCGA-BP-4343-01A,Kidney
Kidney,TCGA-BP-4344-01A,Kidney
Kidney,TCGA-BP-4345-01A,Kidney
Kidney,TCGA-BP-4346-01A,Kidney
Kidney,TCGA-BP-4347-01A,Kidney
Kidney,TCGA-BP-4351-01A,Kidney
Kidney,TCGA-BP-4352-01A,Kidney
Kidney,TCGA-BP-4353-01A,Kidney
Kidney,TCGA-BP-4354-01A,Kidney
Kidney,TCGA-BP-4355-01A,Kidney
Kidney,TCGA-BP-4756-01A,Kidney
Kidney,TCGA-BP-4758-01A,Kidney
Kidney,TCGA-BP-4759-01A,Kidney
Kidney,TCGA-BP-4760-01A,Kidney
Kidney,TCGA-BP-4761-01A,Kidney
Kidney,TCGA-BP-4762-01A,Kidney
Kidney,TCGA-BP-4763-01A,Kidney
Kidney,TCGA-BP-4765-01A,Kidney
Kidney,TCGA-BP-4766-01A,Kidney
Kidney,TCGA-BP-4768-01A,Kidney
Kidney,TCGA-BP-4769-01A,Kidney
Kidney,TCGA-BP-4770-01A,Kidney
Kidney,TCGA-BP-4771-01A,Kidney
Kidney,TCGA-BP-4775-01A,Kidney
Kidney,TCGA-BP-4776-01A,Kidney
Kidney,TCGA-BP-4777-01A,Kidney
Kidney,TCGA-BP-4781-01A,Kidney
Kidney,TCGA-BP-4782-01A,Kidney
Kidney,TCGA-BP-4787-01A,Kidney
Kidney,TCGA-BP-4789-01A,Kidney
Kidney,TCGA-BP-4790-01A,Kidney
Kidney,TCGA-BP-4795-01A,Kidney
Kidney,TCGA-BP-4797-01A,Kidney
Kidney,TCGA-BP-4798-01A,Kidney
Kidney,TCGA-BP-4799-01A,Kidney
Kidney,TCGA-BP-4801-01A,Kidney
Kidney,TCGA-BP-4803-01A,Kidney
Kidney,TCGA-BP-4804-01A,Kidney
Kidney,TCGA-BP-4807-01A,Kidney
Kidney,TCGA-BP-4959-01A,Kidney
Kidney,TCGA-BP-4960-01A,Kidney
Kidney,TCGA-BP-4961-01A,Kidney
Kidney,TCGA-BP-4962-01A,Kidney
Kidney,TCGA-BP-4963-01A,Kidney
Kidney,TCGA-BP-4965-01A,Kidney
Kidney,TCGA-BP-4967-01A,Kidney
Kidney,TCGA-BP-4968-01A,Kidney
Kidney,TCGA-BP-4969-01A,Kidney
Kidney,TCGA-BP-4970-01A,Kidney
Kidney,TCGA-BP-4971-01A,Kidney
Kidney,TCGA-BP-4972-01A,Kidney
Kidney,TCGA-BP-4973-01A,Kidney
Kidney,TCGA-BP-4974-01A,Kidney
Kidney,TCGA-BP-4975-01A,Kidney
Kidney,TCGA-BP-4976-01A,Kidney
Kidney,TCGA-BP-4977-01A,Kidney
Kidney,TCGA-BP-4981-01A,Kidney
Kidney,TCGA-BP-4982-01A,Kidney
Kidney,TCGA-BP-4983-01A,Kidney
Kidney,TCGA-BP-4985-01A,Kidney
Kidney,TCGA-BP-4986-01A,Kidney
Kidney,TCGA-BP-4987-01A,Kidney
Kidney,TCGA-BP-4989-01A,Kidney
Kidney,TCGA-BP-4991-01A,Kidney
Kidney,TCGA-BP-4992-01A,Kidney
Kidney,TCGA-BP-4993-01A,Kidney
Kidney,TCGA-BP-4994-01A,Kidney
Kidney,TCGA-BP-4995-01A,Kidney
Kidney,TCGA-BP-4998-01A,Kidney
Kidney,TCGA-BP-5000-01A,Kidney
Kidney,TCGA-BP-5001-01A,Kidney
Kidney,TCGA-BP-5004-01A,Kidney
Kidney,TCGA-BP-5007-01A,Kidney
Kidney,TCGA-BP-5008-01A,Kidney
Kidney,TCGA-BP-5009-01A,Kidney
Kidney,TCGA-BP-5010-01A,Kidney
Kidney,TCGA-BP-5168-01A,Kidney
Kidney,TCGA-BP-5169-01A,Kidney
Kidney,TCGA-BP-5170-01A,Kidney
Kidney,TCGA-BP-5173-01A,Kidney
Kidney,TCGA-BP-5174-01A,Kidney
Kidney,TCGA-BP-5175-01A,Kidney
Kidney,TCGA-BP-5176-01A,Kidney
Kidney,TCGA-BP-5177-01A,Kidney
Kidney,TCGA-BP-5178-01A,Kidney
Kidney,TCGA-BP-5180-01A,Kidney
Kidney,TCGA-BP-5181-01A,Kidney
Kidney,TCGA-BP-5182-01A,Kidney
Kidney,TCGA-BP-5183-01A,Kidney
Kidney,TCGA-BP-5184-01A,Kidney
Kidney,TCGA-BP-5185-01A,Kidney
Kidney,TCGA-BP-5186-01A,Kidney
Kidney,TCGA-BP-5187-01A,Kidney
Kidney,TCGA-BP-5189-01A,Kidney
Kidney,TCGA-BP-5190-01A,Kidney
Kidney,TCGA-BP-5191-01A,Kidney
Kidney,TCGA-BP-5192-01A,Kidney
Kidney,TCGA-BP-5194-01A,Kidney
Kidney,TCGA-BP-5195-01A,Kidney
Kidney,TCGA-BP-5196-01A,Kidney
Kidney,TCGA-BP-5198-01A,Kidney
Kidney,TCGA-BP-5199-01A,Kidney
Kidney,TCGA-BP-5200-01A,Kidney
Kidney,TCGA-BP-5201-01A,Kidney
Kidney,TCGA-BP-5202-01A,Kidney
Kidney,TCGA-CJ-4634-01A,Kidney
Kidney,TCGA-CJ-4635-01A,Kidney
Kidney,TCGA-CJ-4636-01A,Kidney
Kidney,TCGA-CJ-4637-01A,Kidney
Kidney,TCGA-CJ-4638-01A,Kidney
Kidney,TCGA-CJ-4639-01A,Kidney
Kidney,TCGA-CJ-4640-01A,Kidney
Kidney,TCGA-CJ-4641-01A,Kidney
Kidney,TCGA-CJ-4642-01B,Kidney
Kidney,TCGA-CJ-4643-01A,Kidney
Kidney,TCGA-CJ-4644-01A,Kidney
