Primary.Site,Case.ID,tissue
"Connective, subcutaneous and other soft tissues",TCGA-DX-A6YV-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A6YX-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A6YZ-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A6Z0-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-A6Z2-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-A7EF-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-A7EI-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-A7EL-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-A7EM-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-A7EN-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-A7EO-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A7EQ-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A7ER-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-A7ES-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-A7ET-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-A7EU-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BG-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BH-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BJ-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BK-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BL-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BM-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BN-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BO-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BP-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BQ-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BR-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BS-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BT-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BU-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-A8BV-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-A8BX-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-A8BZ-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-AATS-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2E-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-AB2F-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-AB2G-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-AB2H-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-DX-AB2J-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2L-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2O-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2P-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2Q-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2S-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2T-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2V-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2W-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2X-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB2Z-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB30-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB32-01A,"Connective, subcutaneous and other soft tissues"
Colon,TCGA-DX-AB35-01A,Colon
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB36-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB37-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-DX-AB3A-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB3B-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-DX-AB3C-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-FX-A2QS-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-FX-A3NJ-01A,Retroperitoneum and peritoneum
Stomach,TCGA-FX-A3NK-01A,Stomach
Ovary,TCGA-FX-A3RE-01A,Ovary
Retroperitoneum and peritoneum,TCGA-FX-A3TO-01A,Retroperitoneum and peritoneum
"Uterus, NOS",TCGA-FX-A48G-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-FX-A76Y-01A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-FX-A8OO-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-HB-A2OT-01A,"Connective, subcutaneous and other soft tissues"
"Uterus, NOS",TCGA-HB-A3L4-01A,"Uterus, NOS"
Kidney,TCGA-HB-A3YV-01A,Kidney
"Uterus, NOS",TCGA-HB-A43Z-01A,"Uterus, NOS"
Retroperitoneum and peritoneum,TCGA-HB-A5W3-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-HS-A5N7-01A,Retroperitoneum and peritoneum
"Uterus, NOS",TCGA-HS-A5N8-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-HS-A5NA-01A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-IE-A3OV-01A,"Connective, subcutaneous and other soft tissues"
Corpus uteri,TCGA-IE-A4EH-01A,Corpus uteri
"Connective, subcutaneous and other soft tissues",TCGA-IE-A4EI-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-IE-A4EJ-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-IE-A4EK-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-IF-A3RQ-01A,Retroperitoneum and peritoneum
"Bones, joints and articular cartilage of limbs",TCGA-IF-A4AJ-01A,"Bones, joints and articular cartilage of limbs"
"Connective, subcutaneous and other soft tissues",TCGA-IF-A4AK-01A,"Connective, subcutaneous and other soft tissues"
"Uterus, NOS",TCGA-IS-A3K6-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-IS-A3K7-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-IS-A3K8-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-IS-A3KA-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-IW-A3M4-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-IW-A3M5-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-IW-A3M6-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-JV-A5VE-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-JV-A5VF-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-JV-A75J-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-K1-A3PN-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-K1-A3PN-02A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-K1-A3PO-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-K1-A42W-01A,Retroperitoneum and peritoneum
"Uterus, NOS",TCGA-K1-A42X-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-K1-A42X-02A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-K1-A6RT-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-K1-A6RU-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-K1-A6RV-01A,"Connective, subcutaneous and other soft tissues"
Corpus uteri,TCGA-KD-A5QS-01A,Corpus uteri
"Uterus, NOS",TCGA-KD-A5QT-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-KD-A5QU-01A,"Uterus, NOS"
"Uterus, NOS",TCGA-KF-A41W-01A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-LI-A67I-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-LI-A9QH-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-MB-A5Y8-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-MB-A5Y9-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-MB-A5YA-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-MB-A8JK-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-MB-A8JL-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-MJ-A68H-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-MJ-A68J-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-MJ-A850-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-MO-A47P-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-MO-A47R-01A,Retroperitoneum and peritoneum
"Uterus, NOS",TCGA-N1-A6IA-01A,"Uterus, NOS"
Retroperitoneum and peritoneum,TCGA-PC-A5DK-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-PC-A5DL-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-PC-A5DM-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-PC-A5DN-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-PC-A5DO-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-PC-A5DP-01A,Retroperitoneum and peritoneum
Corpus uteri,TCGA-PT-A8TR-01A,Corpus uteri
"Connective, subcutaneous and other soft tissues",TCGA-QC-A6FX-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QC-A7B5-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QC-AA9N-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A5V2-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A5V9-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-QQ-A5VA-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A5VB-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A5VC-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A5VD-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A8VB-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-QQ-A8VD-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A8VF-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-QQ-A8VG-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-QQ-A8VH-01A,Retroperitoneum and peritoneum
Meninges,TCGA-RN-A68Q-01A,Meninges
"Connective, subcutaneous and other soft tissues",TCGA-RN-AAAQ-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-SG-A6Z4-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-SG-A6Z7-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-SG-A849-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-SI-A71O-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-SI-A71O-06A,"Connective, subcutaneous and other soft tissues"
Peripheral nerves and autonomic nervous system,TCGA-SI-A71P-01A,Peripheral nerves and autonomic nervous system
"Connective, subcutaneous and other soft tissues",TCGA-SI-A71Q-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-SI-AA8B-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-SI-AA8C-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-UE-A6QT-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-UE-A6QU-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-VT-A80G-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-VT-A80J-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-VT-A80J-02A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-VT-AB3D-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-WK-A8XO-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-WK-A8XQ-01A,Retroperitoneum and peritoneum
Stomach,TCGA-WK-A8XS-01A,Stomach
Kidney,TCGA-WK-A8XT-01A,Kidney
Retroperitoneum and peritoneum,TCGA-WK-A8XX-01A,Retroperitoneum and peritoneum
Retroperitoneum and peritoneum,TCGA-WK-A8XY-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-WK-A8XZ-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-WK-A8Y0-01A,"Connective, subcutaneous and other soft tissues"
Corpus uteri,TCGA-WP-A9GB-01A,Corpus uteri
"Uterus, NOS",TCGA-X2-A95T-01A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A7W8-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A7WA-01A,"Connective, subcutaneous and other soft tissues"
"Uterus, NOS",TCGA-X6-A7WB-01A,"Uterus, NOS"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A7WC-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A7WD-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A8C2-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A8C3-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-X6-A8C5-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-X6-A8C6-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-X6-A8C7-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-X9-A971-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-X9-A973-01A,Retroperitoneum and peritoneum
"Connective, subcutaneous and other soft tissues",TCGA-Z4-A8JB-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-Z4-A9VC-01A,"Connective, subcutaneous and other soft tissues"
"Connective, subcutaneous and other soft tissues",TCGA-Z4-AAPF-01A,"Connective, subcutaneous and other soft tissues"
Retroperitoneum and peritoneum,TCGA-Z4-AAPG-01A,Retroperitoneum and peritoneum
Skin,TCGA-3N-A9WC-06A,Skin
Skin,TCGA-3N-A9WD-06A,Skin
Skin,TCGA-BF-A1PU-01A,Skin
Skin,TCGA-BF-A1PV-01A,Skin
Skin,TCGA-BF-A1PX-01A,Skin
Skin,TCGA-BF-A1PZ-01A,Skin
Skin,TCGA-BF-A1Q0-01A,Skin
Skin,TCGA-BF-A3DJ-01A,Skin
Skin,TCGA-BF-A3DL-01A,Skin
Skin,TCGA-BF-A3DM-01A,Skin
Skin,TCGA-BF-A3DN-01A,Skin
Skin,TCGA-BF-A5EP-01A,Skin
Skin,TCGA-BF-A5EQ-01A,Skin
Skin,TCGA-BF-A5ER-01A,Skin
Skin,TCGA-BF-A5ES-01A,Skin
Skin,TCGA-BF-A9VF-01A,Skin
Skin,TCGA-BF-AAOU-01A,Skin
Skin,TCGA-BF-AAOX-01A,Skin
Skin,TCGA-BF-AAP0-06A,Skin
Skin,TCGA-BF-AAP1-01A,Skin
Skin,TCGA-BF-AAP2-01A,Skin
Skin,TCGA-BF-AAP4-01A,Skin
Skin,TCGA-BF-AAP6-01A,Skin
Skin,TCGA-BF-AAP7-01A,Skin
Skin,TCGA-BF-AAP8-01A,Skin
Skin,TCGA-D3-A1Q1-06A,Skin
Skin,TCGA-D3-A1Q3-06A,Skin
Skin,TCGA-D3-A1Q4-06A,Skin
Skin,TCGA-D3-A1Q5-06A,Skin
Skin,TCGA-D3-A1Q6-06A,Skin
Skin,TCGA-D3-A1Q7-06A,Skin
Skin,TCGA-D3-A1Q8-06A,Skin
Skin,TCGA-D3-A1Q9-06A,Skin
Skin,TCGA-D3-A1QA-06A,Skin
Skin,TCGA-D3-A1QA-07A,Skin
Skin,TCGA-D3-A1QB-06A,Skin
Skin,TCGA-D3-A2J6-06A,Skin
Skin,TCGA-D3-A2J7-06A,Skin
Skin,TCGA-D3-A2J8-06A,Skin
Skin,TCGA-D3-A2J9-06A,Skin
Skin,TCGA-D3-A2JA-06A,Skin
Skin,TCGA-D3-A2JB-06A,Skin
Skin,TCGA-D3-A2JC-06A,Skin
Skin,TCGA-D3-A2JD-06A,Skin
Skin,TCGA-D3-A2JE-06A,Skin
Skin,TCGA-D3-A2JF-06A,Skin
Skin,TCGA-D3-A2JG-06A,Skin
Skin,TCGA-D3-A2JH-06A,Skin
Skin,TCGA-D3-A2JK-06A,Skin
Skin,TCGA-D3-A2JL-06A,Skin
Skin,TCGA-D3-A2JN-06A,Skin
Skin,TCGA-D3-A2JO-06A,Skin
Skin,TCGA-D3-A2JP-06A,Skin
Skin,TCGA-D3-A3BZ-06A,Skin
Skin,TCGA-D3-A3C1-06A,Skin
Skin,TCGA-D3-A3C3-06A,Skin
Skin,TCGA-D3-A3C6-06A,Skin
Skin,TCGA-D3-A3C7-06A,Skin
Skin,TCGA-D3-A3C8-06A,Skin
Skin,TCGA-D3-A3CB-06A,Skin
Skin,TCGA-D3-A3CC-06A,Skin
Skin,TCGA-D3-A3CE-06A,Skin
Skin,TCGA-D3-A3CF-06A,Skin
Skin,TCGA-D3-A3ML-06A,Skin
Skin,TCGA-D3-A3MO-06A,Skin
Skin,TCGA-D3-A3MR-06A,Skin
Skin,TCGA-D3-A3MU-06A,Skin
Skin,TCGA-D3-A3MV-06A,Skin
Skin,TCGA-D3-A51E-06A,Skin
Skin,TCGA-D3-A51F-06A,Skin
Skin,TCGA-D3-A51G-06A,Skin
Skin,TCGA-D3-A51H-06A,Skin
Skin,TCGA-D3-A51J-06A,Skin
Skin,TCGA-D3-A51K-06A,Skin
Skin,TCGA-D3-A51N-06A,Skin
Skin,TCGA-D3-A51R-06A,Skin
Skin,TCGA-D3-A51T-06A,Skin
Skin,TCGA-D3-A5GL-06A,Skin
Skin,TCGA-D3-A5GN-06A,Skin
Skin,TCGA-D3-A5GS-06A,Skin
Skin,TCGA-D3-A5GT-01A,Skin
Skin,TCGA-D3-A5GU-06A,Skin
Skin,TCGA-D3-A8GB-06A,Skin
Skin,TCGA-D3-A8GC-06A,Skin
Skin,TCGA-D3-A8GD-06A,Skin
Skin,TCGA-D3-A8GE-06A,Skin
Skin,TCGA-D3-A8GJ-06A,Skin
Skin,TCGA-D3-A8GL-06A,Skin
Skin,TCGA-D3-A8GM-06A,Skin
Skin,TCGA-D3-A8GN-06A,Skin
Skin,TCGA-D3-A8GO-06A,Skin
Skin,TCGA-D3-A8GP-06A,Skin
Skin,TCGA-D3-A8GQ-06A,Skin
Skin,TCGA-D3-A8GR-06A,Skin
Skin,TCGA-D3-A8GS-06A,Skin
Skin,TCGA-D3-A8GV-06A,Skin
Skin,TCGA-D9-A148-06A,Skin
Skin,TCGA-D9-A149-06A,Skin
Skin,TCGA-D9-A1JW-06A,Skin
Skin,TCGA-D9-A1JX-06A,Skin
Skin,TCGA-D9-A1X3-06A,Skin
Skin,TCGA-D9-A3Z1-06A,Skin
Skin,TCGA-D9-A3Z3-06A,Skin
Skin,TCGA-D9-A3Z4-01A,Skin
Skin,TCGA-D9-A4Z2-01A,Skin
Skin,TCGA-D9-A4Z3-01A,Skin
Skin,TCGA-D9-A4Z5-01A,Skin
Skin,TCGA-D9-A4Z6-06A,Skin
Skin,TCGA-D9-A6E9-06A,Skin
Skin,TCGA-D9-A6EA-06A,Skin
Skin,TCGA-D9-A6EC-06A,Skin
Skin,TCGA-DA-A1HV-06A,Skin
Skin,TCGA-DA-A1HW-06A,Skin
Skin,TCGA-DA-A1HY-06A,Skin
Skin,TCGA-DA-A1I0-06A,Skin
Skin,TCGA-DA-A1I1-06A,Skin
Skin,TCGA-DA-A1I2-06A,Skin
Skin,TCGA-DA-A1I4-06A,Skin
Skin,TCGA-DA-A1I5-06A,Skin
Skin,TCGA-DA-A1I7-06A,Skin
Skin,TCGA-DA-A1I8-06A,Skin
Skin,TCGA-DA-A1IA-06A,Skin
Skin,TCGA-DA-A1IB-06A,Skin
Skin,TCGA-DA-A1IC-06A,Skin
Skin,TCGA-DA-A3F2-06A,Skin
Skin,TCGA-DA-A3F3-06A,Skin
Skin,TCGA-DA-A3F5-06A,Skin
Skin,TCGA-DA-A3F8-06A,Skin
Skin,TCGA-DA-A95V-06A,Skin
Skin,TCGA-DA-A95W-06A,Skin
Skin,TCGA-DA-A95X-06A,Skin
Skin,TCGA-DA-A95Y-06A,Skin
Skin,TCGA-DA-A95Z-06A,Skin
Skin,TCGA-DA-A960-01A,Skin
Skin,TCGA-EB-A1NK-01A,Skin
Skin,TCGA-EB-A24C-01A,Skin
Skin,TCGA-EB-A24D-01A,Skin
Skin,TCGA-EB-A299-01A,Skin
Skin,TCGA-EB-A3HV-01A,Skin
Skin,TCGA-EB-A3XB-01A,Skin
Skin,TCGA-EB-A3XC-01A,Skin
Skin,TCGA-EB-A3XD-01A,Skin
Skin,TCGA-EB-A3XE-01A,Skin
Skin,TCGA-EB-A3XF-01A,Skin
Skin,TCGA-EB-A3Y6-01A,Skin
Skin,TCGA-EB-A3Y7-01A,Skin
Skin,TCGA-EB-A41A-01A,Skin
Skin,TCGA-EB-A41B-01A,Skin
Skin,TCGA-EB-A42Y-01A,Skin
Skin,TCGA-EB-A42Z-01A,Skin
Skin,TCGA-EB-A430-01A,Skin
Skin,TCGA-EB-A431-01A,Skin
Skin,TCGA-EB-A44N-01A,Skin
Skin,TCGA-EB-A44O-01A,Skin
Skin,TCGA-EB-A44P-01A,Skin
Skin,TCGA-EB-A44Q-06A,Skin
Skin,TCGA-EB-A44R-06A,Skin
Skin,TCGA-EB-A4IQ-01A,Skin
Skin,TCGA-EB-A4IS-01A,Skin
Skin,TCGA-EB-A4OY-01A,Skin
Skin,TCGA-EB-A4OZ-01A,Skin
Skin,TCGA-EB-A4P0-01A,Skin
Skin,TCGA-EB-A4XL-01A,Skin
Skin,TCGA-EB-A51B-01A,Skin
Skin,TCGA-EB-A550-01A,Skin
Skin,TCGA-EB-A551-01A,Skin
Skin,TCGA-EB-A57M-01A,Skin
Skin,TCGA-EB-A5FP-01A,Skin
Skin,TCGA-EB-A5KH-06A,Skin
Skin,TCGA-EB-A5SG-06A,Skin
Skin,TCGA-EB-A5SH-06A,Skin
Skin,TCGA-EB-A5UL-06A,Skin
Skin,TCGA-EB-A5UM-01A,Skin
Skin,TCGA-EB-A5UN-06A,Skin
Skin,TCGA-EB-A5VU-01A,Skin
Skin,TCGA-EB-A5VV-06A,Skin
Skin,TCGA-EB-A6L9-06A,Skin
Skin,TCGA-EB-A6QY-01A,Skin
Skin,TCGA-EB-A6QZ-01A,Skin
Skin,TCGA-EB-A6R0-01A,Skin
Skin,TCGA-EB-A82B-01A,Skin
Skin,TCGA-EB-A82C-01A,Skin
Skin,TCGA-EB-A85I-01A,Skin
Skin,TCGA-EB-A85J-01A,Skin
Skin,TCGA-EB-A97M-01A,Skin
Skin,TCGA-EE-A17X-06A,Skin
Skin,TCGA-EE-A17Y-06A,Skin
Skin,TCGA-EE-A17Z-06A,Skin
Skin,TCGA-EE-A180-06A,Skin
Skin,TCGA-EE-A181-06A,Skin
Skin,TCGA-EE-A182-06A,Skin
Skin,TCGA-EE-A183-06A,Skin
Skin,TCGA-EE-A184-06A,Skin
Skin,TCGA-EE-A185-06A,Skin
Skin,TCGA-EE-A20B-06A,Skin
Skin,TCGA-EE-A20C-06A,Skin
Skin,TCGA-EE-A20F-06A,Skin
Skin,TCGA-EE-A20H-06A,Skin
Skin,TCGA-EE-A20I-06A,Skin
Skin,TCGA-EE-A29A-06A,Skin
Skin,TCGA-EE-A29B-06A,Skin
Skin,TCGA-EE-A29C-06A,Skin
Skin,TCGA-EE-A29D-06A,Skin
Skin,TCGA-EE-A29E-06A,Skin
Skin,TCGA-EE-A29G-06A,Skin
Skin,TCGA-EE-A29H-06A,Skin
Skin,TCGA-EE-A29L-06A,Skin
Skin,TCGA-EE-A29M-06A,Skin
Skin,TCGA-EE-A29N-06A,Skin
Skin,TCGA-EE-A29P-06A,Skin
Skin,TCGA-EE-A29Q-06A,Skin
Skin,TCGA-EE-A29R-06A,Skin
Skin,TCGA-EE-A29S-06A,Skin
Skin,TCGA-EE-A29T-06A,Skin
Skin,TCGA-EE-A29V-06A,Skin
Skin,TCGA-EE-A29W-06A,Skin
Skin,TCGA-EE-A29X-06A,Skin
