,50,100,200,400,600,800,1000,1500,2000,2500,3000,4000,5000,6000,8000,10000,12000,14000,16000
2000-high feature,0.000180635,0.000181651,0.000177611,0.000181651,0.000181651,0.000180635,0.002796242,0.879739392,0.255764198,0.761759969,0.761234358,0.969758933,0.762108455,0.382517692,0.362717263,0.383598113,0.425785263,0.519579413,0.235002189
2500-high feature,0.000177611,0.000178614,0.000174624,0.000178614,0.000178614,0.000177611,0.004992589,1,0.044589738,0.138821145,0.160391585,0.471674102,0.271771174,0.111329279,0.043625066,0.088492571,0.184384865,0.103328758,0.006729652
2900-high feature,0.000179623,0.000180635,0.000176611,0.000180635,0.000180635,0.000179623,0.018884809,0.255764198,0.012378857,0.063622333,0.058211791,0.172645723,0.081638544,0.031018805,0.009744241,0.02818724,0.033754218,0.053451846,0.00475601
50-high_feature_2,0.013983258,0.021037056,0.013875447,0.041173768,0.289737063,0.545047202,0.037276463,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000246128,0.000277976
100-high_feature_2,0.003174223,0.015525522,0.002785945,0.012577839,0.570460473,0.130280698,0.011206955,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
200-high_feature_2,0.011176368,0.037348161,0.002744986,0.017090035,0.677126446,0.017048285,0.002765419,0.000178614,0.000177611,0.000178614,0.000175616,0.000178614,0.000177611,0.000177611,0.000173637,0.000178614,0.000176611,0.000178614,0.000271155
400-high_feature_2,0.00357271,0.012577839,0.002168516,0.005795359,0.677355946,0.063922135,0.009004441,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000246128,0.000277976
600-high_feature_2,0.001003556,0.001007976,0.000990375,0.000768539,0.010136868,0.344522779,0.185545751,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
800-high_feature_2,0.000181651,0.000182672,0.000178614,0.000182672,0.001314945,0.307307533,0.211949906,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
1000-high_feature_2,0.000180635,0.000328133,0.000239563,0.000328133,0.002193764,0.161182771,0.384136269,0.000328133,0.000180635,0.000377203,0.000323056,0.000282117,0.000243487,0.000180635,0.000176611,0.000209861,0.000179623,0.000328133,0.000276259
1500-high_feature_2,0.000177611,0.000178614,0.000174624,0.000178614,0.000178614,0.000239563,0.271952279,0.0064015,0.000491874,0.002151786,0.001658636,0.002110313,0.001287489,0.000751069,0.000362059,0.000754541,0.000747608,0.004002752,0.000315685
2000-high_feature_2,0.000181651,0.000329839,0.000206414,0.000329839,0.000768539,0.002816906,0.075111706,0.272675475,0.019019749,0.088732801,0.129556719,0.173455574,0.068907969,0.037276463,0.030892196,0.063622333,0.075221665,0.06953745,0.011297401
2500-high_feature_2,0.000180635,0.000181651,0.000177611,0.000181651,0.000181651,0.000180635,0.002796242,0.761759969,0.008079239,0.058116876,0.063122996,0.38377765,0.150004466,0.034091123,0.004375058,0.044912312,0.063222829,0.041097552,0.000508545
50-house keeping gene,0.001003556,0.001147101,0.000654187,0.000329839,0.000182672,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
100-house keeping gene,0.000437455,0.000329839,0.000240866,0.000246128,0.000182672,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
200-house keeping gene,0.003585285,0.002816906,0.00277567,0.001924508,0.000328133,0.000180635,0.000179623,0.000181651,0.000180635,0.000181651,0.000178614,0.000181651,0.000180635,0.000180635,0.000176611,0.000181651,0.000179623,0.000181651,0.000276259
400-house keeping gene,0.32538732,0.226301432,0.306760956,0.121224503,0.001692558,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
600-house keeping gene,0.075111706,0.103979744,0.088372449,0.088852908,0.649901687,0.272675475,0.009030399,0.000181651,0.000180635,0.000181651,0.000178614,0.000181651,0.000180635,0.000180635,0.000176611,0.000181651,0.000179623,0.000181651,0.000276259
800-house keeping gene,0.000181651,0.000182672,0.000178614,0.000182672,0.000246128,0.005776979,1,0.000504076,0.000181651,0.00057729,0.000324742,0.000504076,0.000377203,0.000209861,0.000177611,0.000326434,0.000180635,0.000768539,0.000277976
1000-house keeping gene,0.002806562,0.002816906,0.00277567,0.002816906,0.002816906,0.003585285,0.053361778,0.544592378,0.018974727,0.053361778,0.088492571,0.256123013,0.088132193,0.044831622,0.013625336,0.058591662,0.103328758,0.053632057,0.00421634
1500-house keeping gene,0.000177611,0.000178614,0.000174624,0.000178614,0.000178614,0.000239563,0.08094834,0.023082787,0.003128765,0.018884809,0.013768008,0.030828951,0.015062117,0.005576907,0.003497802,0.013625336,0.005685558,0.017006578,0.003673231
2000-house keeping gene,0.000180635,0.000244805,0.000177611,0.000244805,0.000765023,0.002185327,0.030513324,0.495967573,0.020795619,0.075551586,0.120664636,0.32538732,0.088372449,0.040793027,0.020747459,0.058591662,0.09542745,0.075221665,0.007854023
2500-house keeping gene,0.001003556,0.001007976,0.001127466,0.001147101,0.002827272,0.002816906,0.095552659,0.185545751,0.005092044,0.037491666,0.049024624,0.096178547,0.02323831,0.012544574,0.00638156,0.023290235,0.02818724,0.028306043,0.002497114
3000-house keeping gene,0.000180635,0.000181651,0.000177611,0.000181651,0.000181651,0.000180635,0.001456118,0.495642824,0.211088446,0.733440626,1,0.622783737,0.704927778,0.519894516,0.401217495,0.520051838,0.879287514,0.472175551,0.10171698
50-low CV gene,0.000328133,0.000329839,0.000240866,0.000246128,0.000182672,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
100-low CV gene,0.001298426,0.000761518,0.000566301,0.000326434,0.000180635,0.000179623,0.000178614,0.000180635,0.000179623,0.000180635,0.000177611,0.000180635,0.000179623,0.000179623,0.000175616,0.000180635,0.000178614,0.000180635,0.00027455
200-low CV gene,0.001137255,0.000663482,0.000321376,0.000244805,0.000181651,0.000180635,0.000179623,0.000181651,0.000180635,0.000181651,0.000178614,0.000181651,0.000180635,0.000180635,0.000176611,0.000181651,0.000179623,0.000181651,0.000276259
400-low CV gene,0.471841408,0.427181486,0.570024502,0.226126697,0.003174223,0.000761518,0.000324742,0.000181651,0.000180635,0.000181651,0.000178614,0.000181651,0.000180635,0.000180635,0.000176611,0.000181651,0.000179623,0.000181651,0.000276259
600-low CV gene,0.002816906,0.002827272,0.002785945,0.002827272,0.031082168,0.677470513,0.031082168,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
800-low CV gene,0.002806562,0.002816906,0.00277567,0.002816906,0.002816906,0.003585285,0.224725173,0.034158618,0.001480452,0.009030399,0.008031598,0.025581296,0.005108727,0.001916926,0.000981652,0.003151445,0.00277567,0.008103114,0.001074365
1000-low CV gene,0.001309423,0.001314945,0.00129295,0.001932109,0.004586392,0.013983258,0.240435675,0.173131843,0.003535139,0.017173661,0.023134586,0.088492571,0.025581296,0.0080554,0.002143451,0.01394728,0.0153317,0.012511349,0.000793645
1500-low CV gene,0.001692558,0.001699395,0.002160141,0.00247819,0.002816906,0.002806562,0.02513837,0.820330063,0.069012852,0.240790368,0.425785263,0.677470513,0.255764198,0.185048695,0.102416664,0.211777801,0.363080273,0.211605602,0.040960205
2000-low CV gene,0.000180635,0.000181651,0.000177611,0.000181651,0.000181651,0.000180635,0.018795061,0.343795567,0.021037056,0.095803046,0.160866482,0.226126697,0.058496663,0.04102137,0.03057637,0.049195354,0.088252323,0.081868624,0.009980957
2500-low CV gene,0.000180635,0.000181651,0.000177611,0.000181651,0.000181651,0.000180635,0.001909363,0.732956241,0.161340822,0.544592378,0.820263434,0.969815932,0.595453596,0.324840222,0.224725173,0.520051838,0.595453596,0.426833365,0.085996825
2900-low CV gene,0.000179623,0.000180635,0.000176611,0.000180635,0.000180635,0.000179623,0.008926793,0.211088446,0.003510222,0.04102137,0.037133176,0.160866482,0.069222656,0.010052096,0.001658636,0.023082787,0.012378857,0.02303103,0.001068911
50-rRNA and ribosome,0.001309423,0.001706249,0.000990375,0.000876798,0.000182672,0.000181651,0.000180635,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
100-rRNA and ribosome,0.031082168,0.013983258,0.008007831,0.007262596,0.000181651,0.000180635,0.000179623,0.000181651,0.000180635,0.000181651,0.000178614,0.000181651,0.000180635,0.000180635,0.000176611,0.000181651,0.000179623,0.000181651,0.000276259
200-rRNA and ribosome,0.226126697,0.120944632,0.172807833,0.103849582,0.000666601,0.000181651,0.000208708,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
400-rRNA and ribosome,0.969815932,0.909721889,0.969804558,0.472342387,0.008127025,0.000437455,0.000375286,0.000182672,0.000181651,0.000182672,0.000179623,0.000182672,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000182672,0.000277976
600-rRNA and ribosome,0.004044215,0.007284557,0.002168516,0.005795359,0.449521326,0.212121918,0.025525784,0.000246128,0.000181651,0.000246128,0.000242174,0.000246128,0.000181651,0.000181651,0.000177611,0.000182672,0.000180635,0.000246128,0.000277976
800-rRNA and ribosome,0.000180635,0.000181651,0.000177611,0.000181651,0.000181651,0.005758631,0.676896456,0.007262596,0.000857251,0.001924508,0.002168516,0.004540628,0.002168516,0.00129295,0.000981652,0.001142171,0.001685738,0.002796242,0.000683993
