gene_id,housekeeping_genes,high_corr,low_CV_rank,high_CV_rank,high_feature,tRNA_related,rRNA_ribosome,high_feature_2
ENSG00000111639.6,1,0,1,0,0,0,1,0
ENSG00000111640.13,0,0,1,0,0,0,0,1
ENSG00000111641.9,1,0,0,0,1,1,1,0
ENSG00000111642.13,1,0,1,0,0,0,1,0
ENSG00000111647.11,0,0,0,0,1,0,0,0
ENSG00000111652.8,1,0,1,0,0,0,0,0
ENSG00000111665.10,0,1,0,0,0,0,0,0
ENSG00000111666.9,1,0,0,0,0,0,0,0
ENSG00000111667.12,1,0,1,0,0,0,0,0
ENSG00000111669.13,1,0,1,0,0,0,0,1
ENSG00000111670.13,0,1,0,0,1,0,0,0
ENSG00000111674.7,0,0,0,0,0,0,1,0
ENSG00000111676.13,0,0,1,0,0,1,0,0
ENSG00000111678.9,1,0,0,0,0,0,0,1
ENSG00000111679.15,0,0,0,0,1,0,1,0
ENSG00000111684.9,1,0,0,0,1,0,0,0
ENSG00000111700.11,0,0,0,1,0,0,0,1
ENSG00000111701.6,0,0,0,1,0,0,0,0
ENSG00000111704.9,0,0,0,1,0,0,0,1
ENSG00000111707.10,0,0,1,0,1,0,1,0
ENSG00000111711.8,1,1,0,0,0,0,0,0
ENSG00000111713.2,0,0,0,1,0,0,0,1
ENSG00000111716.11,0,0,1,0,0,1,0,1
ENSG00000111725.9,1,0,0,0,0,0,0,0
ENSG00000111726.11,1,0,0,0,1,0,0,0
ENSG00000111727.10,0,0,0,0,1,0,0,0
ENSG00000111731.11,0,0,0,0,1,0,0,0
ENSG00000111732.9,0,0,0,1,0,0,0,1
ENSG00000111737.10,0,1,1,0,1,0,0,0
ENSG00000111752.9,0,0,0,0,1,0,0,0
ENSG00000111775.2,0,1,1,0,0,0,0,0
ENSG00000111783.11,0,1,0,1,0,0,0,0
ENSG00000111785.17,0,0,0,0,1,0,0,0
ENSG00000111786.7,0,1,1,0,0,1,0,0
ENSG00000111790.12,1,0,0,0,1,0,0,0
ENSG00000111799.19,0,1,0,0,0,0,0,0
ENSG00000111801.14,0,0,0,0,0,0,1,0
ENSG00000111802.12,1,0,0,0,0,1,0,0
ENSG00000111817.15,0,1,0,0,0,0,0,0
ENSG00000111832.11,1,0,1,0,0,0,0,0
ENSG00000111843.12,1,0,1,0,0,0,0,0
ENSG00000111845.4,1,0,0,0,1,0,1,0
ENSG00000111875.7,1,0,0,0,1,0,0,0
ENSG00000111880.14,0,1,0,0,1,0,0,0
ENSG00000111897.6,1,0,1,0,0,1,0,0
ENSG00000111911.6,0,0,0,0,1,0,0,0
ENSG00000111962.7,0,0,0,0,0,0,1,0
ENSG00000111981.4,0,1,0,0,0,0,0,0
ENSG00000112029.8,0,1,0,0,0,0,1,0
ENSG00000112031.14,0,0,0,0,1,0,0,0
ENSG00000112033.12,1,0,0,0,0,0,0,0
ENSG00000112039.3,0,1,0,0,0,1,0,0
ENSG00000112062.9,0,1,1,0,0,0,1,0
ENSG00000112077.14,0,0,0,1,0,0,1,1
ENSG00000112078.12,1,1,1,0,0,0,0,0
ENSG00000112079.8,0,1,0,0,0,0,0,0
ENSG00000112081.15,1,0,1,0,0,0,1,0
ENSG00000112110.8,1,1,1,0,0,0,1,0
ENSG00000112115.5,0,0,0,1,0,0,0,1
ENSG00000112118.16,0,1,1,0,1,0,0,0
ENSG00000112130.15,0,0,0,0,1,1,0,0
ENSG00000112144.14,0,0,0,0,1,0,0,0
ENSG00000112146.15,0,0,1,0,0,1,0,0
ENSG00000112149.8,0,0,0,0,1,0,1,0
ENSG00000112159.10,0,0,0,0,1,0,1,0
ENSG00000112164.5,0,0,0,1,0,0,0,0
ENSG00000112167.8,0,0,0,0,1,0,0,0
ENSG00000112175.7,0,0,0,1,0,0,0,0
ENSG00000112183.13,0,0,0,0,0,0,0,1
ENSG00000112195.8,0,1,0,0,0,0,0,0
ENSG00000112200.15,0,0,1,0,1,0,1,0
ENSG00000112208.11,0,0,0,0,0,0,1,0
ENSG00000112232.8,0,0,0,1,0,0,0,1
ENSG00000112234.7,1,0,0,0,1,0,0,0
ENSG00000112238.11,0,0,0,1,0,0,0,1
ENSG00000112245.8,0,0,1,0,0,1,0,0
ENSG00000112246.8,0,0,0,1,0,0,0,1
ENSG00000112249.12,1,1,0,0,1,0,1,0
ENSG00000112273.6,0,0,0,1,0,0,0,0
ENSG00000112280.14,0,0,0,1,0,0,0,1
ENSG00000112282.16,0,0,0,0,1,0,0,0
ENSG00000112294.11,0,1,0,0,0,0,0,0
ENSG00000112297.13,0,1,0,0,0,1,0,0
ENSG00000112299.7,0,0,0,1,0,0,0,0
ENSG00000112303.12,0,0,0,0,0,1,0,0
ENSG00000112304.9,1,1,0,0,0,0,0,0
ENSG00000112305.13,1,0,0,0,0,0,0,0
ENSG00000112306.7,0,0,1,0,0,0,1,1
ENSG00000112308.11,1,0,1,0,0,0,0,0
ENSG00000112312.8,0,0,0,0,1,0,1,0
ENSG00000112319.16,0,0,0,1,0,0,0,0
ENSG00000112320.10,0,1,0,0,0,0,0,0
ENSG00000112333.10,0,0,0,1,0,0,0,1
ENSG00000112335.13,1,0,1,0,0,0,0,1
ENSG00000112337.9,0,0,0,1,0,0,0,1
ENSG00000112339.13,1,0,1,0,1,0,0,0
ENSG00000112365.4,0,0,0,0,1,0,1,0
ENSG00000112367.9,0,0,0,0,1,0,0,0
ENSG00000112425.12,0,0,0,0,1,0,0,0
ENSG00000112473.15,1,0,1,0,0,0,0,0
ENSG00000112486.13,0,1,0,0,0,0,0,0
ENSG00000112494.8,0,0,0,1,0,0,0,1
ENSG00000112499.11,0,0,0,1,0,0,0,0
ENSG00000112511.16,0,1,0,0,1,0,0,0
ENSG00000112514.14,1,1,1,0,0,0,0,0
ENSG00000112530.10,0,1,0,0,0,0,0,0
ENSG00000112531.15,0,0,0,0,1,0,0,0
ENSG00000112539.13,0,0,0,1,0,0,0,0
ENSG00000112561.16,0,0,0,0,1,0,0,0
ENSG00000112562.17,0,0,0,0,0,0,1,0
ENSG00000112576.11,0,0,1,0,1,0,0,0
ENSG00000112578.8,0,0,0,0,0,0,1,0
ENSG00000112584.12,1,0,1,0,0,0,0,0
ENSG00000112592.11,0,0,1,0,1,0,1,0
ENSG00000112624.11,0,0,0,0,1,0,0,0
ENSG00000112640.13,1,0,1,0,1,0,0,0
ENSG00000112651.10,1,0,0,0,1,0,1,0
ENSG00000112655.14,0,0,0,0,1,0,0,0
ENSG00000112658.7,0,0,1,0,0,0,0,0
ENSG00000112667.11,0,1,0,0,1,1,0,0
ENSG00000112679.13,1,0,0,0,0,0,0,0
ENSG00000112685.12,1,0,0,0,1,0,0,0
ENSG00000112695.10,1,0,1,0,0,1,0,1
ENSG00000112697.14,1,0,1,0,1,0,0,0
ENSG00000112701.16,1,0,1,0,1,0,1,0
ENSG00000112715.19,0,0,0,0,0,1,1,1
ENSG00000112739.15,1,0,1,0,1,0,0,0
ENSG00000112742.8,0,1,0,0,0,0,0,0
ENSG00000112759.15,0,1,0,0,0,0,0,1
ENSG00000112763.14,0,0,0,0,1,0,0,0
ENSG00000112787.11,1,0,0,0,0,0,0,0
ENSG00000112818.8,0,0,0,1,0,0,0,1
ENSG00000112837.15,0,0,0,0,0,0,1,0
ENSG00000112851.13,0,0,1,0,1,0,0,0
ENSG00000112855.13,1,0,1,0,1,1,0,0
ENSG00000112874.8,0,1,0,0,1,0,0,0
ENSG00000112941.11,0,0,0,0,0,0,1,0
ENSG00000112964.12,0,0,0,0,0,0,1,0
ENSG00000112972.13,0,0,0,0,0,0,1,0
ENSG00000112977.14,0,0,1,0,0,0,0,1
ENSG00000112981.4,0,1,0,0,0,0,0,1
ENSG00000112983.16,0,0,1,0,1,0,0,0
ENSG00000112984.10,0,1,0,0,0,0,0,0
ENSG00000112996.8,1,0,0,0,0,0,1,0
ENSG00000113013.11,1,0,1,0,0,0,0,0
ENSG00000113048.15,1,0,1,0,1,1,1,0
ENSG00000113068.8,0,1,1,0,1,0,1,0
ENSG00000113073.13,0,0,0,1,0,0,0,0
ENSG00000113083.11,0,1,0,0,0,0,0,1
ENSG00000113100.8,0,1,0,1,0,0,0,1
ENSG00000113108.16,0,1,0,0,0,0,0,0
ENSG00000113119.11,0,0,0,0,1,0,0,0
ENSG00000113140.9,0,0,1,0,0,0,1,1
ENSG00000113141.14,0,1,1,0,1,1,0,0
ENSG00000113161.14,0,0,0,0,1,1,1,0
ENSG00000113163.14,0,0,0,0,1,0,0,0
ENSG00000113194.11,1,0,1,0,1,0,0,0
ENSG00000113196.2,0,0,0,1,0,0,0,1
ENSG00000113231.12,0,1,0,0,0,0,1,0
ENSG00000113240.11,0,1,0,0,1,0,0,0
ENSG00000113249.11,0,0,0,1,0,0,0,1
ENSG00000113262.13,0,1,0,0,0,0,0,0
ENSG00000113269.12,0,0,1,0,0,0,0,0
ENSG00000113272.12,0,0,0,0,0,1,0,0
ENSG00000113273.14,0,0,0,0,1,0,0,0
ENSG00000113282.12,1,0,1,0,0,1,0,0
ENSG00000113300.10,0,0,1,0,0,0,0,0
ENSG00000113303.10,0,0,0,1,0,0,0,0
ENSG00000113312.9,1,0,1,0,1,0,0,0
ENSG00000113318.9,1,0,0,0,1,1,0,0
ENSG00000113327.13,0,0,0,1,0,0,0,0
ENSG00000113328.17,1,0,0,0,0,0,1,0
ENSG00000113356.9,0,1,0,0,0,0,1,0
ENSG00000113360.15,1,0,1,0,1,0,1,0
ENSG00000113368.10,0,1,0,0,0,0,0,0
ENSG00000113384.12,1,0,1,0,0,0,0,0
ENSG00000113387.10,1,0,1,0,0,1,0,0
ENSG00000113391.15,0,0,0,0,1,0,0,0
ENSG00000113396.11,0,0,0,1,0,0,0,1
ENSG00000113407.12,0,1,1,0,0,1,1,0
ENSG00000113430.8,0,0,0,1,0,0,0,1
ENSG00000113441.14,0,0,0,0,1,0,0,0
ENSG00000113456.17,1,0,0,0,1,1,0,0
ENSG00000113460.11,1,0,0,0,0,0,1,0
ENSG00000113492.12,0,0,0,1,0,0,0,1
ENSG00000113504.18,0,0,0,0,1,0,0,0
ENSG00000113522.12,1,0,1,0,1,0,0,0
ENSG00000113552.14,1,0,1,0,1,0,0,0
ENSG00000113558.17,1,0,1,0,0,1,0,0
ENSG00000113569.14,0,1,0,0,1,1,0,0
ENSG00000113575.8,1,0,1,0,0,0,0,0
ENSG00000113580.13,0,0,0,0,1,0,0,0
ENSG00000113583.7,1,0,1,0,1,1,0,0
ENSG00000113593.10,1,0,0,0,1,1,1,0
ENSG00000113594.8,0,1,0,0,0,0,0,0
ENSG00000113595.13,0,1,0,0,0,0,0,0
ENSG00000113597.16,1,0,0,0,1,0,0,0
ENSG00000113600.9,0,0,0,1,0,0,0,0
ENSG00000113615.11,1,1,0,0,0,1,0,0
ENSG00000113621.13,1,1,0,0,0,0,0,0
ENSG00000113638.11,1,0,0,0,0,0,0,1
ENSG00000113643.7,0,1,1,0,0,1,1,0
ENSG00000113648.15,0,0,1,0,0,1,1,0
ENSG00000113649.10,1,0,1,0,1,1,0,0
ENSG00000113658.15,1,0,1,0,1,0,0,0
ENSG00000113712.15,1,1,1,0,0,0,0,0
ENSG00000113716.11,1,0,1,0,1,0,0,0
ENSG00000113719.14,0,0,1,0,0,0,0,0
ENSG00000113722.15,0,0,0,1,0,0,0,0
ENSG00000113732.7,1,0,1,0,0,0,1,1
ENSG00000113734.16,1,0,0,0,1,0,0,0
ENSG00000113739.9,0,0,0,0,0,1,0,0
ENSG00000113761.10,0,0,0,0,1,0,0,0
ENSG00000113763.9,0,0,0,1,0,0,0,0
ENSG00000113805.8,0,1,0,0,0,0,0,0
ENSG00000113810.14,0,1,0,0,0,0,0,0
ENSG00000113811.9,0,1,0,0,0,0,1,0
ENSG00000113812.12,1,0,0,0,1,0,0,0
ENSG00000113838.11,1,1,0,0,1,0,0,0
ENSG00000113845.8,1,0,1,0,1,0,0,0
ENSG00000113851.12,1,1,0,0,1,0,0,0
ENSG00000113889.10,0,0,0,1,0,0,0,0
ENSG00000113905.4,0,0,0,1,0,0,0,1
ENSG00000113916.16,0,0,0,0,1,0,0,0
ENSG00000113924.10,0,1,0,1,0,0,0,0
ENSG00000113946.3,0,0,0,1,0,0,0,0
ENSG00000113971.17,0,0,0,0,1,0,0,0
ENSG00000114013.14,0,0,0,0,1,0,1,0
ENSG00000114021.10,1,0,0,0,1,0,0,0
ENSG00000114023.14,1,1,0,0,0,0,1,0
ENSG00000114026.20,1,1,0,0,1,0,0,0
ENSG00000114030.11,1,0,1,0,1,0,1,0
ENSG00000114062.16,1,0,1,0,1,1,0,0
ENSG00000114098.16,1,0,1,0,1,0,0,0
ENSG00000114113.5,0,0,0,1,0,0,0,0
ENSG00000114125.12,1,0,1,0,1,0,0,0
ENSG00000114127.9,0,0,0,0,1,0,0,0
ENSG00000114166.7,1,0,0,0,1,0,1,0
ENSG00000114200.8,0,0,0,1,0,0,0,0
ENSG00000114204.13,0,0,0,1,0,1,0,0
ENSG00000114209.13,0,1,0,0,0,1,0,0
ENSG00000114248.8,0,0,0,1,0,0,0,0
ENSG00000114279.12,0,1,0,0,0,0,0,0
ENSG00000114302.14,0,0,1,0,0,0,0,1
ENSG00000114316.11,1,0,1,0,0,1,0,0
ENSG00000114331.11,0,1,0,0,1,0,0,0
ENSG00000114346.12,0,1,0,0,1,0,0,0
ENSG00000114349.8,0,0,0,1,0,0,0,0
ENSG00000114353.15,0,0,1,0,0,0,1,1
ENSG00000114354.11,1,0,1,0,0,0,0,0
ENSG00000114383.8,1,1,0,0,1,0,0,0
ENSG00000114388.11,1,1,0,0,0,0,0,0
ENSG00000114391.11,0,0,1,0,0,0,1,0
ENSG00000114416.16,0,0,1,0,1,0,0,0
ENSG00000114423.17,0,0,0,0,1,0,0,0
ENSG00000114439.17,0,0,0,0,1,0,0,0
ENSG00000114446.4,0,0,0,0,1,0,0,0
ENSG00000114455.12,0,0,0,1,0,0,0,1
ENSG00000114480.11,0,0,0,0,1,0,1,0
ENSG00000114487.8,0,0,0,1,0,0,0,1
ENSG00000114491.12,0,1,0,0,0,0,1,0
ENSG00000114503.9,1,0,1,0,0,1,0,0
ENSG00000114520.9,1,0,1,0,1,0,0,0
ENSG00000114529.11,0,1,0,0,0,0,0,0
ENSG00000114541.13,0,0,0,0,1,0,0,0
ENSG00000114544.14,1,0,1,0,1,0,0,0
ENSG00000114547.8,0,0,0,1,0,0,0,0
ENSG00000114554.10,0,1,0,0,0,0,0,0
ENSG00000114573.8,0,0,1,0,1,0,0,0
ENSG00000114626.16,0,0,0,0,1,0,0,0
ENSG00000114638.6,0,0,0,1,0,0,0,1
ENSG00000114648.10,0,0,0,0,1,0,0,0
ENSG00000114650.17,1,0,1,0,0,1,0,0
ENSG00000114686.7,1,0,1,0,1,1,1,0
ENSG00000114735.8,1,0,0,0,0,0,0,0
ENSG00000114742.12,0,0,1,0,0,0,0,0
ENSG00000114744.7,0,0,0,0,1,0,0,0
ENSG00000114745.12,1,0,1,0,0,0,0,0
ENSG00000114757.17,0,0,0,1,0,0,0,0
ENSG00000114767.6,0,0,0,0,0,0,1,0
ENSG00000114770.15,0,0,0,0,1,0,0,0
ENSG00000114771.12,0,0,0,1,0,0,0,0
ENSG00000114779.18,0,0,0,0,0,0,1,0
ENSG00000114784.3,1,0,0,0,0,0,0,0
ENSG00000114796.14,0,0,0,0,0,0,1,0
ENSG00000114850.5,1,1,1,0,0,0,0,1
ENSG00000114853.12,0,1,0,0,1,0,0,0
ENSG00000114857.16,0,0,0,0,0,1,0,1
ENSG00000114867.18,1,1,1,0,0,1,1,0
ENSG00000114902.12,1,0,1,0,0,0,0,1
ENSG00000114904.11,1,0,0,0,1,0,0,0
ENSG00000114933.14,0,0,0,0,1,0,0,0
ENSG00000114942.12,1,0,1,0,0,1,0,1
ENSG00000114956.18,0,0,0,0,1,0,0,0
ENSG00000114978.16,0,1,1,0,0,0,0,0
ENSG00000114982.16,1,0,1,0,0,0,0,0
ENSG00000115008.5,0,1,0,1,0,0,1,0
ENSG00000115009.10,0,0,0,1,0,0,1,1
ENSG00000115020.15,0,0,0,0,1,1,0,0
ENSG00000115041.11,0,1,0,0,0,0,0,0
ENSG00000115042.8,0,1,0,0,0,0,1,0
ENSG00000115053.14,1,0,1,0,0,0,1,0
ENSG00000115073.7,1,0,1,0,0,0,0,0
ENSG00000115084.11,1,0,0,0,0,0,0,0
ENSG00000115091.10,0,1,1,0,0,0,0,0
ENSG00000115109.12,0,0,0,0,1,0,0,0
ENSG00000115128.6,0,0,1,0,0,0,0,0
ENSG00000115137.10,0,0,0,0,1,0,0,0
ENSG00000115145.8,1,0,1,0,1,0,0,0
ENSG00000115159.14,0,1,0,0,1,0,0,0
ENSG00000115163.13,0,1,0,0,0,0,0,0
ENSG00000115170.12,1,0,0,0,1,0,0,0
ENSG00000115183.12,0,0,0,0,1,0,0,0
ENSG00000115194.9,0,0,0,1,0,0,0,0
ENSG00000115204.13,0,0,1,0,0,0,0,0
ENSG00000115207.12,1,0,1,0,1,0,0,0
ENSG00000115211.14,1,0,1,0,1,0,1,0
ENSG00000115216.12,1,0,1,0,0,0,0,0
ENSG00000115221.9,0,1,0,0,0,0,0,0
ENSG00000115232.12,0,1,0,0,0,0,0,0
ENSG00000115233.10,1,0,1,0,1,1,0,0
ENSG00000115234.9,1,0,1,0,0,0,0,0
ENSG00000115241.10,0,0,1,0,0,0,0,0
ENSG00000115257.14,0,1,0,0,0,0,0,0
ENSG00000115263.13,0,0,0,1,0,0,0,1
ENSG00000115267.5,0,1,0,0,0,0,0,0
ENSG00000115268.8,0,0,1,0,0,0,1,1
ENSG00000115271.9,0,0,0,0,1,0,0,0
ENSG00000115274.13,0,1,0,0,0,0,0,1
ENSG00000115275.10,1,0,1,0,0,0,0,0
ENSG00000115282.18,0,0,0,0,1,0,0,0
ENSG00000115286.18,1,1,0,0,1,0,0,0
ENSG00000115289.11,1,0,0,0,1,0,0,0
ENSG00000115290.8,0,0,0,0,0,1,0,0
ENSG00000115297.10,0,0,0,1,0,0,0,1
ENSG00000115306.14,0,0,1,0,0,0,0,1
ENSG00000115307.15,1,0,1,0,0,0,0,1
ENSG00000115310.16,1,0,1,0,0,1,0,1
ENSG00000115317.10,1,0,0,0,1,0,0,0
ENSG00000115339.12,0,1,0,0,0,0,1,1
ENSG00000115350.10,1,0,0,0,1,0,0,0
ENSG00000115361.6,0,1,0,1,0,0,0,0
ENSG00000115364.12,1,0,1,0,0,0,1,0
ENSG00000115365.10,0,0,0,0,0,1,0,0
ENSG00000115368.8,1,0,0,0,1,0,1,0
ENSG00000115386.5,0,0,0,1,0,0,0,1
ENSG00000115392.10,0,0,0,0,1,1,0,0
ENSG00000115414.17,0,0,1,0,0,0,0,1
ENSG00000115415.17,0,1,1,0,0,1,1,1
ENSG00000115421.11,0,0,0,0,1,0,0,0
ENSG00000115423.17,0,1,0,0,0,0,0,0
ENSG00000115425.12,0,1,0,0,1,0,0,0
ENSG00000115446.10,1,0,1,0,0,0,0,0
ENSG00000115457.8,0,0,0,0,0,1,0,1
ENSG00000115459.16,1,0,0,0,0,0,0,0
ENSG00000115461.4,0,0,0,0,0,1,0,0
ENSG00000115464.13,0,1,0,0,0,0,0,0
ENSG00000115474.6,0,0,0,1,0,0,0,1
ENSG00000115484.13,1,1,1,0,0,1,0,1
ENSG00000115488.3,0,0,0,1,0,0,0,0
ENSG00000115504.13,0,0,0,0,1,0,0,0
ENSG00000115507.8,0,1,0,0,0,0,0,0
ENSG00000115514.10,1,1,0,0,0,1,1,0
ENSG00000115520.7,1,0,0,0,1,0,0,0
ENSG00000115524.14,1,0,1,0,0,1,1,0
ENSG00000115541.9,0,0,1,0,0,1,0,0
ENSG00000115548.15,0,0,1,0,0,0,0,0
ENSG00000115561.13,0,1,1,0,0,0,0,0
ENSG00000115568.14,1,0,0,0,1,0,0,0
ENSG00000115592.10,0,0,0,1,0,0,0,1
ENSG00000115593.13,0,0,0,1,0,0,0,0
ENSG00000115602.15,0,0,0,1,0,0,0,0
ENSG00000115616.2,0,0,0,1,0,0,0,0
ENSG00000115649.14,0,0,1,0,1,0,0,0
ENSG00000115652.13,1,0,0,0,0,0,0,0
ENSG00000115661.12,1,0,0,0,0,0,0,0
ENSG00000115665.7,0,0,0,1,0,0,0,0
ENSG00000115677.15,1,0,1,0,0,0,0,1
ENSG00000115685.13,1,1,1,0,0,0,0,0
ENSG00000115687.12,0,0,0,0,1,0,0,0
ENSG00000115694.13,0,0,1,0,0,0,0,0
ENSG00000115705.19,0,0,0,1,0,0,0,0
ENSG00000115718.16,0,0,0,1,0,0,0,0
ENSG00000115738.8,0,1,0,0,0,0,0,0
ENSG00000115750.15,0,0,0,0,0,0,1,0
ENSG00000115756.11,0,0,0,0,1,0,1,0
ENSG00000115758.11,1,0,0,0,0,1,0,1
ENSG00000115760.12,0,0,1,0,1,0,0,0
ENSG00000115761.14,1,1,1,0,1,0,1,0
ENSG00000115762.15,0,0,1,0,0,0,1,0
ENSG00000115806.11,1,1,1,0,0,0,0,1
ENSG00000115808.10,0,1,0,0,1,0,0,0
ENSG00000115816.12,1,1,1,0,1,0,1,0
ENSG00000115827.12,0,0,0,0,1,0,0,0
ENSG00000115828.14,0,0,0,0,0,1,0,0
ENSG00000115839.16,1,0,1,0,1,0,0,0
ENSG00000115840.12,0,0,0,0,1,0,0,0
ENSG00000115844.9,0,0,0,1,0,0,0,0
ENSG00000115850.8,0,0,0,1,0,0,0,0
ENSG00000115866.9,0,0,1,0,1,1,1,0
ENSG00000115875.17,1,0,1,0,0,0,0,0
ENSG00000115884.9,0,1,0,0,0,0,0,1
ENSG00000115902.9,0,0,0,0,0,0,1,1
ENSG00000115904.11,0,0,1,0,1,0,0,0
ENSG00000115919.13,0,0,0,0,0,0,1,0
ENSG00000115935.15,0,0,0,0,0,0,1,0
ENSG00000115942.7,0,0,0,0,1,0,0,0
ENSG00000115944.13,1,0,1,0,0,1,0,0
ENSG00000115946.6,1,1,0,0,1,1,1,0
ENSG00000115947.12,1,0,1,0,1,0,0,0
ENSG00000115956.9,0,1,0,0,0,0,1,0
ENSG00000115966.15,1,0,1,0,1,1,0,0
ENSG00000115970.17,1,0,1,0,0,1,1,0
ENSG00000115998.6,0,0,1,0,0,0,0,0
ENSG00000116001.14,1,0,1,0,0,0,1,0
ENSG00000116005.10,1,0,1,0,0,0,1,0
ENSG00000116014.8,0,0,0,1,0,0,0,1
ENSG00000116016.12,0,0,1,0,0,0,0,0
ENSG00000116030.15,1,0,1,0,1,1,0,0
ENSG00000116039.10,0,0,0,1,0,0,0,1
ENSG00000116044.14,1,0,1,0,0,1,0,0
ENSG00000116062.13,1,1,1,0,1,1,0,0
ENSG00000116095.9,0,0,0,0,1,0,0,0
ENSG00000116096.5,0,0,0,0,1,0,0,0
ENSG00000116117.16,0,1,0,0,0,0,0,0
ENSG00000116120.9,1,0,1,0,1,1,0,0
ENSG00000116128.8,0,0,0,0,1,0,0,0
ENSG00000116132.10,0,0,0,0,0,0,1,0
ENSG00000116147.15,0,1,0,1,0,0,0,0
ENSG00000116151.12,0,0,0,0,1,0,0,0
ENSG00000116161.16,0,0,1,0,1,1,0,0
ENSG00000116171.15,1,0,1,0,0,1,0,0
ENSG00000116176.6,0,0,0,1,0,0,0,1
ENSG00000116183.9,0,0,0,1,0,0,0,0
ENSG00000116191.16,0,0,0,0,1,0,1,0
ENSG00000116198.11,1,0,1,0,1,0,1,0
ENSG00000116199.10,1,0,1,0,1,0,0,0
ENSG00000116205.9,1,0,0,0,1,0,0,0
ENSG00000116209.10,1,0,1,0,0,1,0,1
ENSG00000116212.13,1,1,0,0,0,0,0,0
ENSG00000116213.14,0,0,0,0,1,0,0,0
ENSG00000116218.11,0,0,0,1,0,0,0,1
ENSG00000116221.14,1,0,1,0,0,0,1,0
ENSG00000116237.14,1,0,1,0,0,0,0,0
ENSG00000116251.8,0,0,1,0,0,0,1,0
ENSG00000116254.16,0,1,0,1,0,0,0,0
ENSG00000116260.15,1,1,1,0,0,0,0,0
ENSG00000116266.9,1,0,1,0,0,1,0,0
ENSG00000116273.5,0,0,0,0,0,0,1,0
ENSG00000116288.11,1,1,1,0,0,0,0,0
ENSG00000116350.14,1,0,1,0,0,0,0,0
ENSG00000116353.14,0,0,0,0,1,0,0,0
ENSG00000116406.17,1,0,0,0,1,0,0,0
ENSG00000116455.12,1,0,0,0,1,0,1,0
ENSG00000116459.9,0,0,1,0,0,0,0,0
ENSG00000116473.13,1,0,1,0,0,1,0,0
ENSG00000116478.10,0,1,1,0,0,0,1,0
ENSG00000116489.11,0,1,1,0,0,1,0,0
ENSG00000116514.15,0,1,0,0,0,0,0,1
ENSG00000116521.9,1,0,1,0,0,0,0,0
ENSG00000116539.9,0,0,1,0,1,0,0,0
ENSG00000116544.10,0,1,0,0,0,0,0,1
ENSG00000116560.9,0,0,1,0,0,0,0,0
ENSG00000116574.5,0,1,0,0,0,0,0,0
ENSG00000116580.17,0,1,0,0,1,0,0,0
ENSG00000116584.16,0,0,0,0,1,0,0,0
ENSG00000116586.10,1,1,0,0,1,0,0,0
ENSG00000116604.16,0,0,1,0,0,0,0,0
ENSG00000116641.14,0,1,0,0,0,0,0,0
ENSG00000116649.8,1,0,0,0,0,0,0,1
ENSG00000116663.9,1,0,0,0,0,0,0,0
ENSG00000116668.11,0,0,0,0,1,0,0,0
ENSG00000116670.13,1,0,0,0,0,0,0,0
ENSG00000116678.17,0,0,0,0,0,0,1,0
ENSG00000116679.14,1,0,1,0,0,0,0,1
ENSG00000116685.14,1,0,1,0,0,0,0,0
ENSG00000116688.15,0,0,1,0,0,0,0,0
ENSG00000116690.10,0,0,0,1,0,0,0,0
ENSG00000116691.9,1,0,0,0,1,0,0,0
ENSG00000116698.19,1,0,1,0,1,0,0,0
ENSG00000116701.13,0,1,0,0,1,0,0,0
ENSG00000116703.13,0,0,0,0,0,0,0,1
ENSG00000116704.7,0,0,0,0,1,0,0,0
ENSG00000116711.9,0,0,0,0,0,1,0,0
ENSG00000116717.10,0,0,0,0,1,1,0,0
ENSG00000116731.21,0,1,0,0,0,0,0,0
ENSG00000116745.6,0,0,0,1,0,0,0,1
ENSG00000116747.11,0,0,0,0,1,0,0,0
ENSG00000116748.18,0,0,0,1,0,0,0,0
ENSG00000116750.12,1,0,0,0,1,0,1,0
ENSG00000116752.5,1,0,1,0,1,0,0,0
ENSG00000116754.12,1,0,1,0,0,1,1,0
ENSG00000116761.10,0,0,0,0,0,1,1,0
ENSG00000116783.13,0,1,0,0,0,0,0,0
ENSG00000116785.12,0,0,0,1,0,0,0,1
ENSG00000116786.10,0,0,1,0,0,1,0,0
ENSG00000116791.12,0,0,0,0,1,0,1,0
ENSG00000116793.14,0,0,0,0,1,0,0,0
ENSG00000116809.10,1,0,0,0,1,0,0,0
ENSG00000116830.10,0,1,0,0,0,0,0,0
ENSG00000116852.13,0,0,0,0,0,0,1,0
ENSG00000116857.15,1,1,1,0,0,0,0,0
ENSG00000116863.10,0,0,0,0,1,0,0,0
ENSG00000116871.14,0,0,1,0,0,0,0,0
ENSG00000116874.10,1,0,0,0,1,1,0,0
ENSG00000116882.13,0,0,0,1,0,0,0,0
ENSG00000116898.10,1,0,0,0,0,0,1,0
ENSG00000116903.7,1,0,0,0,1,0,0,0
ENSG00000116906.10,1,0,1,0,0,0,0,0
ENSG00000116918.12,1,0,0,0,0,1,0,0
ENSG00000116922.13,1,0,0,0,1,0,1,0
ENSG00000116981.3,0,0,0,1,0,0,0,1
ENSG00000116983.11,0,0,0,1,0,0,0,0
ENSG00000116984.11,0,0,0,0,1,0,0,0
ENSG00000116991.9,0,0,0,0,1,0,0,0
ENSG00000116996.8,0,0,0,1,0,0,0,1
