gene_id,housekeeping_genes,high_corr,low_CV_rank,high_CV_rank,high_feature,tRNA_related,rRNA_ribosome,high_feature_2
ENSG00000189023.9,0,0,0,1,0,0,0,0
ENSG00000189042.12,0,0,0,0,1,0,0,0
ENSG00000189043.8,1,1,1,0,0,0,0,1
ENSG00000189046.9,1,1,0,0,0,0,0,0
ENSG00000189050.13,0,0,0,0,1,0,0,0
ENSG00000189051.5,0,0,0,1,0,0,0,0
ENSG00000189052.6,0,0,0,1,0,0,0,1
ENSG00000189056.12,0,0,0,1,0,0,0,0
ENSG00000189057.9,0,1,0,0,0,0,0,0
ENSG00000189058.7,0,0,0,0,0,0,1,1
ENSG00000189060.5,0,0,1,0,1,0,0,0
ENSG00000189067.11,0,0,1,0,0,0,0,1
ENSG00000189068.8,0,0,0,1,0,0,0,1
ENSG00000189077.9,1,1,0,0,0,0,1,0
ENSG00000189079.14,0,0,0,0,1,0,0,0
ENSG00000189091.11,1,1,1,0,0,0,0,0
ENSG00000189108.11,0,0,0,1,0,0,0,1
ENSG00000189114.6,1,0,0,0,1,0,0,0
ENSG00000189127.6,0,0,0,1,0,0,0,1
ENSG00000189157.12,0,1,0,0,0,0,0,0
ENSG00000189164.13,0,0,0,0,1,0,0,0
ENSG00000189171.12,0,0,0,0,1,0,0,0
ENSG00000189180.14,1,0,0,0,0,0,0,0
ENSG00000189182.8,0,0,0,1,0,0,0,1
ENSG00000189186.9,0,0,0,1,0,0,0,1
ENSG00000189227.5,0,0,0,0,1,0,0,0
ENSG00000189241.6,1,0,1,0,0,0,0,0
ENSG00000189266.10,1,0,1,0,1,0,1,0
ENSG00000189280.3,0,1,0,1,0,0,0,0
ENSG00000189283.8,0,1,0,0,0,0,0,0
ENSG00000189292.14,0,0,0,1,0,0,0,0
ENSG00000189298.12,0,0,0,0,1,0,0,0
ENSG00000189299.6,0,0,0,1,0,0,0,1
ENSG00000189306.9,1,0,0,0,1,0,1,0
ENSG00000189308.9,1,0,0,0,1,0,0,0
ENSG00000189325.6,0,0,0,1,0,0,0,1
ENSG00000189334.7,0,1,0,0,0,0,0,0
ENSG00000189339.10,0,0,0,0,0,1,0,0
ENSG00000189362.10,0,0,0,0,1,0,0,0
ENSG00000189367.13,0,0,0,1,0,0,0,0
ENSG00000189369.8,1,0,0,0,0,0,1,0
ENSG00000189376.10,0,0,0,0,1,0,0,0
ENSG00000189377.7,0,0,0,1,0,0,0,1
ENSG00000189403.13,1,0,1,0,1,0,0,0
ENSG00000189409.11,0,0,0,0,0,0,0,1
ENSG00000189430.11,0,0,0,0,0,0,0,1
ENSG00000189431.7,0,0,0,0,0,0,0,1
ENSG00000189433.5,0,0,0,1,0,0,0,0
ENSG00000196071.3,0,0,0,1,0,0,0,1
ENSG00000196072.10,1,0,0,0,1,0,0,0
ENSG00000196081.8,0,1,0,0,0,0,0,0
ENSG00000196083.8,0,1,0,0,0,0,0,0
ENSG00000196090.11,0,0,0,1,0,0,0,0
ENSG00000196091.11,0,0,0,1,0,0,0,0
ENSG00000196092.11,0,0,0,1,0,0,0,0
ENSG00000196104.9,0,0,0,1,0,0,0,1
ENSG00000196109.6,0,0,0,1,0,0,0,0
ENSG00000196110.6,0,1,0,0,0,0,0,0
ENSG00000196116.7,0,0,0,0,1,1,0,0
ENSG00000196119.6,0,0,0,1,0,0,0,1
ENSG00000196123.11,0,1,0,0,0,0,0,0
ENSG00000196132.10,0,0,0,1,0,0,0,0
ENSG00000196136.15,0,0,0,1,0,0,0,0
ENSG00000196150.12,0,0,0,0,1,0,0,0
ENSG00000196151.9,0,0,0,0,1,0,0,0
ENSG00000196152.9,0,0,0,0,1,0,0,0
ENSG00000196177.11,0,0,0,0,1,0,0,0
ENSG00000196182.9,0,1,1,0,0,0,0,0
ENSG00000196188.9,0,0,0,1,0,0,0,0
ENSG00000196199.12,0,0,1,0,0,0,0,0
ENSG00000196214.9,0,0,0,0,1,0,0,0
ENSG00000196220.14,0,1,0,0,0,0,0,0
ENSG00000196228.3,0,0,0,1,0,0,0,1
ENSG00000196230.11,1,0,1,0,0,0,0,0
ENSG00000196233.10,1,0,0,0,0,0,0,0
ENSG00000196235.12,1,0,1,0,0,1,0,0
ENSG00000196260.3,0,0,0,1,0,0,0,1
ENSG00000196262.12,0,0,1,0,0,0,0,1
ENSG00000196263.6,0,1,0,0,0,0,0,0
ENSG00000196267.11,0,0,0,0,1,0,0,0
ENSG00000196275.12,0,1,0,0,0,0,0,0
ENSG00000196277.14,0,0,0,1,0,0,0,0
ENSG00000196284.12,0,0,0,0,1,0,0,0
ENSG00000196289.6,0,0,0,1,0,0,0,1
ENSG00000196290.13,1,0,0,0,0,0,0,0
ENSG00000196305.16,0,1,1,0,0,1,0,1
ENSG00000196313.10,1,1,0,0,1,1,0,0
ENSG00000196323.10,1,0,0,0,1,0,0,0
ENSG00000196338.11,0,1,0,0,0,0,0,0
ENSG00000196344.10,0,0,0,1,0,0,0,1
ENSG00000196350.8,0,0,0,1,0,0,0,1
ENSG00000196352.12,0,1,0,0,0,1,1,0
ENSG00000196353.10,0,0,0,1,0,0,0,0
ENSG00000196361.8,0,1,0,1,0,0,0,0
ENSG00000196363.8,0,0,1,0,0,0,0,0
ENSG00000196365.10,1,0,1,0,1,0,0,0
ENSG00000196367.11,0,0,1,0,1,0,0,0
ENSG00000196372.11,0,0,0,0,1,0,0,0
ENSG00000196376.9,0,0,0,1,0,0,0,0
ENSG00000196378.10,0,1,0,0,0,0,0,0
ENSG00000196387.8,0,0,0,0,1,0,0,0
ENSG00000196396.8,1,1,1,0,1,1,0,0
ENSG00000196405.11,0,0,0,0,1,0,0,0
ENSG00000196406.4,0,0,0,1,0,0,0,1
ENSG00000196411.8,0,1,0,0,0,0,0,1
ENSG00000196415.8,0,0,0,1,0,0,0,1
ENSG00000196417.11,0,0,0,0,1,0,0,0
ENSG00000196419.11,1,1,1,0,0,0,0,0
ENSG00000196422.9,0,0,0,0,1,0,0,0
ENSG00000196427.12,0,0,0,1,0,0,0,1
ENSG00000196431.3,0,0,0,1,0,0,0,0
ENSG00000196437.9,0,0,0,0,1,0,0,0
ENSG00000196449.3,1,0,0,0,1,1,1,0
ENSG00000196453.7,1,0,0,0,1,0,0,0
ENSG00000196455.6,1,1,1,0,1,0,0,0
ENSG00000196456.7,0,1,0,0,0,0,0,0
ENSG00000196458.9,0,0,0,0,1,0,0,0
ENSG00000196459.12,0,0,0,0,1,0,0,0
ENSG00000196465.9,0,1,0,0,0,0,0,0
ENSG00000196468.7,0,0,0,1,0,0,0,0
ENSG00000196470.10,1,0,0,0,1,0,0,0
ENSG00000196476.10,0,1,0,0,0,0,0,0
ENSG00000196498.12,0,0,1,0,0,1,0,0
ENSG00000196502.10,0,0,0,0,0,0,1,0
ENSG00000196504.14,1,1,1,0,1,0,0,0
ENSG00000196505.9,0,0,0,0,1,0,0,0
ENSG00000196507.9,0,1,0,0,1,0,0,0
ENSG00000196510.11,1,0,1,0,0,0,1,0
ENSG00000196526.9,0,0,0,0,1,0,0,0
ENSG00000196531.9,0,0,1,0,0,0,0,0
ENSG00000196542.7,0,0,0,1,0,0,0,1
ENSG00000196547.13,1,0,0,0,0,0,0,0
ENSG00000196550.9,0,1,0,0,0,0,0,1
ENSG00000196553.12,0,0,0,1,0,0,0,0
ENSG00000196565.11,0,0,0,1,0,0,0,1
ENSG00000196576.13,0,0,1,0,0,0,0,1
ENSG00000196584.2,0,1,0,0,0,0,0,0
ENSG00000196588.13,0,0,1,0,1,0,0,0
ENSG00000196591.10,1,1,1,0,0,1,1,0
ENSG00000196600.11,0,0,0,1,0,0,0,1
ENSG00000196605.6,0,0,0,0,1,0,0,0
ENSG00000196611.4,0,1,0,1,0,0,0,0
ENSG00000196616.11,0,0,0,1,0,0,0,0
ENSG00000196620.7,0,0,0,1,0,0,0,1
ENSG00000196628.12,0,0,0,0,1,0,1,0
ENSG00000196632.9,0,1,0,0,0,0,0,0
ENSG00000196636.7,0,0,0,0,1,0,0,0
ENSG00000196642.14,0,0,1,0,0,0,0,0
ENSG00000196646.10,0,0,0,0,1,0,0,0
ENSG00000196652.10,0,0,0,0,1,0,0,0
ENSG00000196655.8,1,0,0,0,0,0,1,0
ENSG00000196660.9,0,0,0,1,0,0,0,0
ENSG00000196663.14,0,0,0,0,1,0,0,0
ENSG00000196666.4,0,0,0,1,0,0,0,1
ENSG00000196670.12,0,0,0,0,0,0,1,0
ENSG00000196678.12,0,0,0,0,1,0,1,0
ENSG00000196683.9,1,0,1,0,0,1,0,1
ENSG00000196693.13,0,0,0,0,1,0,0,0
ENSG00000196700.6,0,0,0,0,1,0,0,0
ENSG00000196704.10,0,0,1,0,0,0,0,0
ENSG00000196705.7,0,0,0,0,1,0,0,0
ENSG00000196711.7,0,0,0,1,0,0,0,0
ENSG00000196712.15,0,0,1,0,0,0,1,0
ENSG00000196715.5,0,1,1,0,0,0,0,0
ENSG00000196734.7,0,0,0,1,0,0,0,0
ENSG00000196743.7,0,0,1,0,0,0,1,0
ENSG00000196748.8,0,0,0,1,0,0,0,1
ENSG00000196767.6,0,1,0,1,0,0,0,1
ENSG00000196776.13,0,0,1,0,0,0,0,0
ENSG00000196781.12,1,0,0,0,0,0,0,0
ENSG00000196792.10,1,0,0,0,1,0,0,0
ENSG00000196805.7,0,0,0,1,0,0,0,0
ENSG00000196811.10,0,0,0,1,0,0,0,1
ENSG00000196821.8,0,1,1,0,0,0,0,0
ENSG00000196834.10,0,0,0,1,0,0,0,0
ENSG00000196839.11,0,0,0,0,0,1,0,0
ENSG00000196844.7,0,0,0,1,0,0,0,0
ENSG00000196850.5,0,0,0,0,1,0,0,0
ENSG00000196859.6,0,0,0,1,0,0,0,0
ENSG00000196865.4,0,0,0,0,1,0,1,0
ENSG00000196866.2,0,0,0,0,0,0,1,0
ENSG00000196878.11,0,1,0,0,0,0,0,0
ENSG00000196890.4,0,0,0,0,0,0,1,0
ENSG00000196914.7,0,0,1,0,1,0,0,0
ENSG00000196917.5,0,0,0,1,0,0,1,0
ENSG00000196924.13,0,1,1,0,0,1,0,1
ENSG00000196937.9,0,0,0,0,1,1,1,0
ENSG00000196943.11,1,1,1,0,0,0,1,0
ENSG00000196950.12,0,0,0,0,1,0,0,0
ENSG00000196954.11,0,1,0,0,0,0,0,0
ENSG00000196961.11,1,0,1,0,0,0,1,0
ENSG00000196976.6,1,0,0,0,0,1,0,0
ENSG00000196981.3,1,0,0,0,1,0,0,0
ENSG00000196990.7,0,1,0,1,0,0,0,1
ENSG00000196993.7,0,0,0,0,0,0,0,1
ENSG00000196998.14,1,1,0,0,0,0,0,0
ENSG00000197006.12,0,0,1,0,0,0,1,0
ENSG00000197008.8,1,0,0,0,0,0,0,0
ENSG00000197013.8,0,1,0,0,0,0,0,0
ENSG00000197019.4,0,0,0,0,1,0,0,0
ENSG00000197024.7,1,1,0,0,0,0,0,0
ENSG00000197037.9,0,0,0,0,1,0,0,0
ENSG00000197043.12,1,0,0,0,0,0,0,0
ENSG00000197044.9,0,1,0,0,1,0,0,0
ENSG00000197045.11,0,0,1,0,0,1,1,0
ENSG00000197050.9,0,0,0,0,1,0,0,0
ENSG00000197054.10,0,1,0,0,0,0,0,0
ENSG00000197056.8,0,1,0,0,1,0,0,0
ENSG00000197061.4,0,0,0,1,0,0,1,0
ENSG00000197062.10,0,0,0,0,1,0,0,0
ENSG00000197063.9,0,1,0,0,0,0,0,1
ENSG00000197081.11,0,0,1,0,0,0,0,0
ENSG00000197084.5,0,0,0,1,0,0,0,1
ENSG00000197102.9,0,0,1,0,0,0,0,0
ENSG00000197106.6,0,0,0,1,0,0,0,0
ENSG00000197111.14,1,0,1,0,0,0,1,0
ENSG00000197114.10,1,0,0,0,0,0,0,0
ENSG00000197121.13,0,0,0,0,1,0,0,0
ENSG00000197123.8,0,0,0,1,0,0,0,1
ENSG00000197124.10,0,1,0,0,0,0,0,0
ENSG00000197136.4,0,0,1,0,0,0,0,0
ENSG00000197147.11,0,0,0,0,1,0,0,0
ENSG00000197153.4,0,0,0,0,0,0,1,0
ENSG00000197157.9,1,0,1,0,0,0,0,1
ENSG00000197162.9,0,0,0,0,1,0,0,0
ENSG00000197170.8,1,0,1,0,1,1,0,0
ENSG00000197172.9,0,0,0,1,0,0,0,1
ENSG00000197177.14,0,1,0,1,0,0,0,0
ENSG00000197217.11,1,0,0,0,0,0,0,0
ENSG00000197223.10,0,0,0,0,0,1,1,0
ENSG00000197226.11,1,0,1,0,0,0,0,0
ENSG00000197238.4,0,0,0,0,0,0,1,1
ENSG00000197241.3,0,0,0,1,0,0,0,1
ENSG00000197256.9,0,0,0,0,1,0,0,0
ENSG00000197265.7,0,0,0,0,1,1,1,0
ENSG00000197273.3,0,0,0,1,0,0,0,0
ENSG00000197299.9,0,1,0,0,0,0,0,0
ENSG00000197302.9,0,0,0,0,1,0,0,0
ENSG00000197312.10,0,0,0,0,1,0,0,0
ENSG00000197321.13,0,1,0,0,0,0,0,0
ENSG00000197323.9,0,0,0,0,1,0,0,0
ENSG00000197324.7,0,0,1,0,0,0,0,1
ENSG00000197329.10,0,0,0,0,1,0,0,0
ENSG00000197343.9,1,0,0,0,0,0,0,0
ENSG00000197345.11,1,0,0,0,1,0,1,0
ENSG00000197353.3,0,0,0,1,0,0,0,1
ENSG00000197360.8,0,0,0,1,0,0,0,0
ENSG00000197363.8,0,0,0,0,1,0,0,0
ENSG00000197381.14,0,0,0,0,0,1,0,1
ENSG00000197385.5,0,1,0,0,0,0,0,0
ENSG00000197386.9,1,0,1,0,0,1,0,1
ENSG00000197408.7,0,0,0,1,0,0,0,1
ENSG00000197409.7,0,0,0,0,0,0,1,0
ENSG00000197410.11,0,0,0,0,0,0,0,1
ENSG00000197417.7,0,0,0,0,1,0,0,0
ENSG00000197429.9,0,0,0,0,1,0,0,0
ENSG00000197430.9,0,0,0,1,0,0,0,0
ENSG00000197442.9,0,0,0,0,1,1,0,0
ENSG00000197444.8,0,1,0,1,0,0,1,0
ENSG00000197446.7,0,0,0,1,0,0,0,1
ENSG00000197448.12,1,0,1,0,0,0,0,0
ENSG00000197451.9,1,0,1,0,1,0,0,0
ENSG00000197471.10,0,0,0,0,1,0,0,0
ENSG00000197487.7,0,0,0,1,0,0,0,1
ENSG00000197498.11,1,0,0,0,1,0,1,0
ENSG00000197506.7,0,1,0,0,0,0,0,0
ENSG00000197535.13,0,0,0,0,1,0,0,0
ENSG00000197548.11,1,0,0,0,0,0,0,0
ENSG00000197561.5,0,0,0,1,0,0,0,1
ENSG00000197562.8,1,0,0,0,1,0,0,0
ENSG00000197563.8,0,0,0,0,1,0,0,0
ENSG00000197579.6,1,0,0,0,1,0,0,0
ENSG00000197584.10,0,0,0,0,0,0,0,1
ENSG00000197586.11,1,0,1,0,1,0,0,0
ENSG00000197587.9,0,0,0,1,0,0,0,1
ENSG00000197601.11,0,0,0,0,1,0,1,0
ENSG00000197603.12,0,0,0,0,1,0,0,0
ENSG00000197616.10,0,0,0,1,0,1,0,1
ENSG00000197619.12,0,0,0,0,1,0,0,0
ENSG00000197620.9,0,0,0,0,0,1,0,0
ENSG00000197622.11,0,1,1,0,0,0,0,0
ENSG00000197632.7,0,1,0,1,0,0,0,1
ENSG00000197641.10,0,1,0,1,0,0,0,0
ENSG00000197646.7,0,1,0,0,0,0,0,0
ENSG00000197658.8,0,0,0,1,0,0,0,0
ENSG00000197694.12,0,0,1,0,0,1,0,0
ENSG00000197702.10,0,0,0,0,1,0,0,0
ENSG00000197705.8,0,0,0,1,0,0,0,1
ENSG00000197712.10,0,1,0,0,0,0,0,1
ENSG00000197713.13,0,0,1,0,1,0,0,0
ENSG00000197714.7,0,1,0,0,0,0,0,0
ENSG00000197724.9,0,0,1,0,0,1,0,0
ENSG00000197728.8,0,0,1,0,0,0,1,1
ENSG00000197745.2,0,0,0,1,0,0,0,1
ENSG00000197746.12,0,0,1,0,0,0,0,1
ENSG00000197753.8,0,0,0,1,0,0,0,0
ENSG00000197756.8,0,0,1,0,0,0,1,1
ENSG00000197763.11,0,0,0,0,1,0,0,0
ENSG00000197771.11,1,1,1,0,1,0,0,0
ENSG00000197776.6,0,1,0,0,0,0,0,0
ENSG00000197779.12,0,0,0,0,1,0,0,0
ENSG00000197780.8,1,0,0,0,1,0,1,0
ENSG00000197785.12,1,0,0,0,0,0,0,0
ENSG00000197798.7,1,0,0,0,0,0,0,0
ENSG00000197826.10,0,0,0,1,0,0,0,0
ENSG00000197837.3,0,0,0,0,0,0,1,0
ENSG00000197838.4,0,0,0,1,0,1,0,1
ENSG00000197841.13,0,0,0,0,1,0,0,0
ENSG00000197858.9,1,0,1,0,0,0,0,1
ENSG00000197863.7,0,0,0,0,1,0,0,0
ENSG00000197870.11,0,0,0,1,0,0,0,1
ENSG00000197879.13,0,0,1,0,0,0,1,0
ENSG00000197885.9,0,1,0,0,1,0,0,0
ENSG00000197888.2,0,0,0,1,0,0,0,1
ENSG00000197891.10,0,0,0,1,0,0,0,0
ENSG00000197893.12,0,0,0,1,0,0,0,1
ENSG00000197894.9,1,0,1,0,0,1,0,0
ENSG00000197901.10,0,1,0,1,0,0,0,0
ENSG00000197903.7,0,0,0,0,0,0,1,0
ENSG00000197905.7,0,0,0,0,1,0,0,0
ENSG00000197912.12,1,1,1,0,0,0,0,0
ENSG00000197915.5,0,0,0,0,0,0,0,1
ENSG00000197921.5,0,0,0,1,0,0,0,0
ENSG00000197930.11,0,1,0,0,0,0,0,0
ENSG00000197933.11,0,0,0,0,1,0,0,0
ENSG00000197937.11,1,0,0,0,0,0,0,0
ENSG00000197953.5,0,0,0,1,0,0,0,1
ENSG00000197956.8,0,0,1,0,0,0,0,0
ENSG00000197958.11,0,0,1,0,0,0,1,1
ENSG00000197959.12,0,1,0,0,0,0,0,0
ENSG00000197961.10,0,0,0,0,1,0,0,0
ENSG00000197965.10,0,0,1,0,0,0,0,0
ENSG00000197971.13,0,0,0,0,1,0,1,0
ENSG00000197977.3,0,0,0,1,0,0,0,0
ENSG00000197982.13,1,0,0,0,0,0,0,1
ENSG00000198000.10,1,0,0,0,1,0,1,0
ENSG00000198003.10,0,1,0,0,0,0,0,0
ENSG00000198010.10,0,0,0,1,0,0,0,0
ENSG00000198015.11,1,0,1,0,0,0,1,0
ENSG00000198018.6,0,1,0,0,1,0,0,0
ENSG00000198026.7,1,0,0,0,1,0,0,0
ENSG00000198028.3,0,0,0,1,0,0,0,1
ENSG00000198033.10,0,0,0,1,0,0,0,1
ENSG00000198034.9,0,0,1,0,0,0,1,1
ENSG00000198039.10,0,0,0,0,0,1,0,0
ENSG00000198040.9,0,1,0,0,1,0,0,0
ENSG00000198042.9,1,0,0,0,1,0,1,0
ENSG00000198049.6,0,0,0,1,0,0,0,0
ENSG00000198053.10,0,0,0,0,0,1,1,0
ENSG00000198055.9,0,0,0,0,1,0,0,0
ENSG00000198056.12,0,1,0,0,0,0,0,0
ENSG00000198060.8,0,0,1,0,1,0,0,0
ENSG00000198062.13,0,0,0,1,0,0,0,0
ENSG00000198064.12,0,0,0,0,0,0,0,1
ENSG00000198074.8,0,0,0,1,0,0,0,1
ENSG00000198075.8,0,1,0,0,0,0,0,0
ENSG00000198077.9,0,0,0,1,0,0,0,0
ENSG00000198081.9,1,0,1,0,1,0,0,0
ENSG00000198087.7,0,0,0,0,1,1,0,0
ENSG00000198089.13,0,0,0,0,1,0,0,0
ENSG00000198092.5,0,0,0,1,0,0,0,1
ENSG00000198093.9,1,0,0,0,0,0,0,0
ENSG00000198099.7,0,0,0,1,0,0,0,1
ENSG00000198105.10,0,1,0,0,0,0,0,0
ENSG00000198125.11,0,0,0,1,0,0,0,1
ENSG00000198130.13,0,0,0,0,1,1,0,0
ENSG00000198131.12,0,0,0,0,1,0,0,0
ENSG00000198146.4,1,1,0,0,0,0,0,0
ENSG00000198157.9,0,1,0,0,0,0,0,0
ENSG00000198160.13,1,0,0,0,1,0,0,0
ENSG00000198162.11,1,0,1,0,1,0,0,0
ENSG00000198169.7,0,0,0,0,1,0,0,0
ENSG00000198171.11,1,0,0,0,0,0,0,0
ENSG00000198176.11,1,1,1,0,0,0,0,0
ENSG00000198178.9,0,1,0,1,0,0,0,1
ENSG00000198183.10,0,0,0,1,0,0,0,1
ENSG00000198203.8,0,0,0,1,0,0,0,0
ENSG00000198205.6,1,0,0,0,1,0,0,0
ENSG00000198216.9,0,0,0,1,0,0,0,1
ENSG00000198218.9,1,0,1,0,0,0,0,0
ENSG00000198231.11,1,0,1,0,0,0,0,0
ENSG00000198242.12,0,0,1,0,0,0,1,1
ENSG00000198246.7,0,0,0,0,1,0,0,0
ENSG00000198252.10,0,0,0,0,1,0,0,0
ENSG00000198258.9,1,1,1,0,0,0,0,0
ENSG00000198265.10,1,0,1,0,1,0,0,0
ENSG00000198276.12,1,0,0,0,0,0,0,0
ENSG00000198301.10,1,1,0,0,1,0,1,0
ENSG00000198315.9,0,0,0,0,1,1,0,0
ENSG00000198331.9,0,0,0,0,1,0,0,0
ENSG00000198354.5,0,0,0,1,0,0,0,1
ENSG00000198355.4,0,0,0,0,1,0,0,0
ENSG00000198356.10,0,0,1,0,0,0,0,0
ENSG00000198363.14,0,1,1,0,0,0,0,0
ENSG00000198373.11,1,0,1,0,0,0,0,0
ENSG00000198380.11,0,0,1,0,0,0,0,0
ENSG00000198393.6,0,0,0,0,1,0,0,0
ENSG00000198398.2,0,0,0,1,0,0,0,1
ENSG00000198399.13,0,0,0,0,1,1,0,0
ENSG00000198408.12,0,0,1,0,1,0,1,0
ENSG00000198417.6,0,1,0,0,0,0,1,0
ENSG00000198431.14,1,0,1,0,0,0,0,0
ENSG00000198443.6,0,0,0,1,0,0,0,1
ENSG00000198455.4,1,0,0,0,1,0,0,0
ENSG00000198464.12,1,0,0,0,0,0,0,0
ENSG00000198488.9,0,0,0,1,0,0,0,1
ENSG00000198492.13,1,1,1,0,0,0,1,0
ENSG00000198498.8,0,0,0,0,0,0,1,0
ENSG00000198521.10,0,0,0,0,0,1,0,0
ENSG00000198522.12,1,1,1,0,0,1,0,0
ENSG00000198535.5,0,0,0,1,0,0,0,0
ENSG00000198538.9,0,0,0,0,1,0,0,0
ENSG00000198542.12,0,1,0,0,0,0,0,0
ENSG00000198546.13,0,0,0,0,1,0,0,0
ENSG00000198551.8,0,0,0,0,0,0,1,0
ENSG00000198554.10,0,1,0,0,0,0,0,0
ENSG00000198561.11,0,0,1,0,0,0,0,0
ENSG00000198570.5,0,0,0,1,0,0,0,1
ENSG00000198573.6,0,0,0,1,0,0,0,1
ENSG00000198576.3,0,0,0,1,0,0,0,1
ENSG00000198585.10,0,0,0,0,1,0,1,0
ENSG00000198586.12,1,0,1,0,1,0,0,0
ENSG00000198589.9,0,0,0,0,1,0,1,0
ENSG00000198597.7,0,0,0,1,0,0,0,1
ENSG00000198604.9,0,1,0,0,1,0,0,0
ENSG00000198610.9,0,0,0,1,0,0,0,1
ENSG00000198612.9,1,0,1,0,0,1,0,0
ENSG00000198624.11,0,0,0,0,0,1,0,0
ENSG00000198643.5,0,0,0,1,0,0,0,1
ENSG00000198646.12,1,0,1,0,1,0,0,0
ENSG00000198650.9,0,0,0,1,0,0,0,0
ENSG00000198663.15,1,0,1,0,0,0,0,0
ENSG00000198668.9,1,0,1,0,0,0,0,1
ENSG00000198670.10,0,1,0,1,0,0,0,1
ENSG00000198677.9,0,0,1,0,1,0,0,0
ENSG00000198681.6,0,0,0,1,0,0,0,1
ENSG00000198689.8,0,0,0,0,1,0,0,0
ENSG00000198690.8,0,0,0,0,1,0,0,0
ENSG00000198692.8,0,0,0,1,0,0,0,1
ENSG00000198700.8,1,1,1,0,0,0,0,0
ENSG00000198718.11,0,0,0,0,1,1,0,0
ENSG00000198721.11,1,1,0,0,0,0,0,0
ENSG00000198728.9,0,0,1,0,0,0,0,0
ENSG00000198729.4,0,0,0,0,0,0,0,1
ENSG00000198730.6,0,0,1,0,1,0,0,0
ENSG00000198732.9,0,0,0,1,0,0,0,1
ENSG00000198739.9,0,1,0,1,0,0,0,1
ENSG00000198742.8,0,1,0,0,0,0,0,0
ENSG00000198746.11,0,0,0,0,1,0,0,0
ENSG00000198752.8,0,0,1,0,0,0,0,0
ENSG00000198755.9,1,0,1,0,0,0,1,1
ENSG00000198758.9,0,0,0,1,0,0,0,1
ENSG00000198759.10,0,1,0,0,0,0,0,0
ENSG00000198765.10,0,0,0,1,0,0,0,1
ENSG00000198768.9,0,0,0,1,0,0,0,0
ENSG00000198771.9,0,0,0,0,0,0,1,0
ENSG00000198783.5,1,0,0,0,0,0,0,0
ENSG00000198791.10,1,0,1,0,1,0,1,0
ENSG00000198792.11,0,0,1,0,0,0,0,0
ENSG00000198793.11,0,0,1,0,0,0,1,0
ENSG00000198794.10,0,1,0,0,0,0,0,0
ENSG00000198796.6,0,0,0,1,0,0,0,0
ENSG00000198797.6,0,1,0,1,0,0,0,0
ENSG00000198799.10,0,0,0,0,1,0,1,0
ENSG00000198805.10,0,0,0,0,0,0,1,1
ENSG00000198807.11,0,0,0,1,0,0,0,1
ENSG00000198815.7,0,0,1,0,0,0,0,0
ENSG00000198816.5,0,1,0,0,0,0,0,0
ENSG00000198818.8,0,0,0,0,1,0,0,0
ENSG00000198822.9,0,1,0,1,0,0,0,0
ENSG00000198824.5,1,1,0,0,1,0,0,0
ENSG00000198826.9,0,1,0,0,0,0,0,0
ENSG00000198830.9,0,0,1,0,0,0,0,1
ENSG00000198833.6,1,0,1,0,0,1,0,0
ENSG00000198836.7,1,0,1,0,1,0,0,0
ENSG00000198837.8,0,0,1,0,0,0,0,0
ENSG00000198839.8,1,0,0,0,1,0,1,0
ENSG00000198841.3,0,0,0,0,1,0,0,0
ENSG00000198842.8,0,0,0,1,0,0,0,0
ENSG00000198843.11,0,0,1,0,0,1,0,0
ENSG00000198853.10,0,1,0,0,0,0,0,0
ENSG00000198854.5,0,0,0,1,0,0,0,0
ENSG00000198855.5,1,0,0,0,0,0,0,0
ENSG00000198856.11,0,0,1,0,0,0,0,0
ENSG00000198858.8,0,0,1,0,0,0,0,0
ENSG00000198860.10,1,0,0,0,0,1,0,0
ENSG00000198862.12,0,0,0,0,0,0,1,0
ENSG00000198870.7,0,1,0,0,0,0,0,0
ENSG00000198874.11,0,0,1,0,1,1,0,0
ENSG00000198876.11,1,1,1,0,1,0,0,0
ENSG00000198881.9,0,0,0,0,0,0,0,1
ENSG00000198883.10,0,0,0,1,0,0,0,0
ENSG00000198887.8,1,1,0,0,0,1,0,0
ENSG00000198889.4,0,0,0,1,0,0,0,1
ENSG00000198892.6,0,0,0,0,1,0,0,0
ENSG00000198898.11,1,0,1,0,0,0,0,1
ENSG00000198900.5,1,0,1,0,1,0,0,0
ENSG00000198901.12,0,1,0,0,1,0,0,0
ENSG00000198909.6,0,0,0,0,1,0,0,0
ENSG00000198911.10,1,0,1,0,0,0,1,1
ENSG00000198912.9,1,0,0,0,0,0,0,0
ENSG00000198914.2,0,1,0,1,0,0,0,1
ENSG00000198917.10,0,0,0,0,1,0,0,0
ENSG00000198918.7,0,0,1,0,0,0,1,0
ENSG00000198919.11,0,1,0,0,1,0,0,0
ENSG00000198920.8,0,0,0,0,1,0,0,0
ENSG00000198924.6,0,0,0,0,0,1,0,0
ENSG00000198925.9,0,0,1,0,0,0,0,0
ENSG00000198930.11,0,0,0,1,0,0,0,1
ENSG00000198931.9,0,0,1,0,0,0,0,0
ENSG00000198932.11,0,1,0,0,0,0,0,0
ENSG00000198933.8,0,1,0,0,1,0,0,0
ENSG00000198939.6,0,1,0,0,0,0,0,0
ENSG00000198951.10,0,0,1,0,0,0,0,0
ENSG00000198952.8,1,0,1,0,0,0,0,0
ENSG00000198954.5,0,0,0,0,1,0,0,0
