intersection
ENSG00000074266
ENSG00000142065
ENSG00000155744
ENSG00000125449
ENSG00000099800
ENSG00000109458
ENSG00000152242
ENSG00000141295
ENSG00000123064
ENSG00000120733
ENSG00000059758
ENSG00000131669
ENSG00000108406
ENSG00000187555
ENSG00000198252
ENSG00000105983
ENSG00000167523
ENSG00000165669
ENSG00000152520
ENSG00000167302
ENSG00000174485
ENSG00000272391
ENSG00000110060
ENSG00000211450
ENSG00000157881
ENSG00000122952
ENSG00000163608
ENSG00000106330
ENSG00000112365
ENSG00000197563
ENSG00000128185
ENSG00000181220
ENSG00000186376
ENSG00000197451
ENSG00000186283
ENSG00000162222
ENSG00000103356
ENSG00000188092
ENSG00000198060
ENSG00000104375
ENSG00000172262
ENSG00000168769
ENSG00000163848
ENSG00000166199
ENSG00000101546
ENSG00000113734
ENSG00000187676
ENSG00000139505
ENSG00000101079
ENSG00000079616
ENSG00000196072
ENSG00000164983
ENSG00000120699
ENSG00000103353
ENSG00000135537
ENSG00000079974
ENSG00000102081
ENSG00000154114
ENSG00000204977
ENSG00000139154
ENSG00000084093
ENSG00000108239
ENSG00000128000
ENSG00000100503
ENSG00000175110
ENSG00000171861
ENSG00000188010
ENSG00000174953
ENSG00000076003
ENSG00000052723
ENSG00000196850
ENSG00000169925
ENSG00000104671
ENSG00000071189
ENSG00000166925
ENSG00000114331
ENSG00000160404
ENSG00000145439
ENSG00000257218
ENSG00000177971
ENSG00000242802
ENSG00000166822
ENSG00000136381
ENSG00000148057
ENSG00000164073
ENSG00000107036
ENSG00000149480
ENSG00000254004
ENSG00000139719
ENSG00000104312
ENSG00000115839
ENSG00000213341
ENSG00000170779
ENSG00000113658
ENSG00000126091
ENSG00000180008
ENSG00000165487
ENSG00000064995
ENSG00000147679
ENSG00000111196
ENSG00000120314
ENSG00000145016
ENSG00000143373
ENSG00000163870
ENSG00000186272
ENSG00000106460
ENSG00000204371
ENSG00000229809
ENSG00000121989
ENSG00000168813
ENSG00000036549
ENSG00000188343
ENSG00000105778
ENSG00000144357
ENSG00000170322
ENSG00000132768
ENSG00000183258
ENSG00000151116
ENSG00000160803
ENSG00000118960
ENSG00000113312
ENSG00000166971
ENSG00000066933
ENSG00000115816
ENSG00000005339
ENSG00000239789
ENSG00000144283
ENSG00000169288
ENSG00000198818
ENSG00000127837
ENSG00000157870
ENSG00000123552
ENSG00000103496
ENSG00000273899
ENSG00000108666
ENSG00000146109
ENSG00000156521
ENSG00000060749
ENSG00000168096
ENSG00000164163
ENSG00000114166
ENSG00000158941
ENSG00000017260
ENSG00000110536
ENSG00000126903
ENSG00000034693
ENSG00000137055
ENSG00000171150
ENSG00000166797
ENSG00000198964
ENSG00000183617
ENSG00000225663
ENSG00000137547
ENSG00000109572
ENSG00000146463
ENSG00000162599
ENSG00000107874
ENSG00000189403
ENSG00000002330
ENSG00000133606
ENSG00000170296
ENSG00000217930
ENSG00000156232
ENSG00000030066
ENSG00000120071
ENSG00000166452
ENSG00000104412
ENSG00000119203
ENSG00000119950
ENSG00000203880
ENSG00000039319
ENSG00000064313
ENSG00000133059
ENSG00000146540
ENSG00000123545
ENSG00000177054
ENSG00000167716
ENSG00000119559
ENSG00000114744
ENSG00000169740
ENSG00000164253
ENSG00000171161
ENSG00000153250
ENSG00000064933
ENSG00000164144
ENSG00000119878
ENSG00000108651
ENSG00000135632
ENSG00000076248
ENSG00000266967
ENSG00000127580
ENSG00000134318
ENSG00000109118
ENSG00000122882
ENSG00000129219
ENSG00000136802
ENSG00000166352
ENSG00000132467
ENSG00000100938
ENSG00000075336
ENSG00000163257
ENSG00000205643
ENSG00000138399
ENSG00000080371
ENSG00000156273
ENSG00000115904
ENSG00000124160
ENSG00000151553
ENSG00000005156
ENSG00000077514
ENSG00000109189
ENSG00000148572
ENSG00000196792
ENSG00000126216
ENSG00000104442
ENSG00000182628
ENSG00000213281
ENSG00000103653
ENSG00000146083
ENSG00000065613
ENSG00000131626
ENSG00000165733
ENSG00000165416
ENSG00000136243
ENSG00000138785
ENSG00000131504
ENSG00000165675
ENSG00000113583
ENSG00000176102
ENSG00000152904
ENSG00000139921
ENSG00000011376
ENSG00000196150
ENSG00000111445
ENSG00000057935
ENSG00000076984
ENSG00000149476
ENSG00000183621
ENSG00000100150
ENSG00000175213
ENSG00000138459
ENSG00000115317
ENSG00000113597
ENSG00000169762
ENSG00000103351
ENSG00000155252
ENSG00000150768
ENSG00000041802
ENSG00000144647
ENSG00000095015
ENSG00000256269
ENSG00000146828
ENSG00000104320
ENSG00000162927
ENSG00000111266
ENSG00000149499
ENSG00000259956
ENSG00000110046
ENSG00000136169
ENSG00000180448
ENSG00000085788
ENSG00000009413
ENSG00000126391
ENSG00000078070
ENSG00000100209
ENSG00000077097
ENSG00000145868
ENSG00000186017
ENSG00000182957
ENSG00000145907
ENSG00000198876
ENSG00000161904
ENSG00000096968
ENSG00000102595
ENSG00000135457
ENSG00000151422
ENSG00000115170
ENSG00000042429
ENSG00000130299
ENSG00000164008
ENSG00000104626
ENSG00000138035
ENSG00000171421
ENSG00000101109
ENSG00000164933
ENSG00000204859
ENSG00000114544
ENSG00000173548
ENSG00000163933
ENSG00000149782
ENSG00000174738
ENSG00000145996
ENSG00000104643
ENSG00000177683
ENSG00000168283
ENSG00000197579
ENSG00000152219
ENSG00000184047
ENSG00000163900
ENSG00000123636
ENSG00000244005
ENSG00000155438
ENSG00000107669
ENSG00000115808
ENSG00000076604
ENSG00000137814
ENSG00000182318
ENSG00000160783
ENSG00000096063
ENSG00000102710
ENSG00000129317
ENSG00000183955
ENSG00000120690
ENSG00000198586
ENSG00000142655
ENSG00000036054
ENSG00000103494
ENSG00000101596
ENSG00000116584
ENSG00000116062
ENSG00000150776
ENSG00000129493
ENSG00000162227
ENSG00000173273
ENSG00000169375
ENSG00000123607
ENSG00000158526
ENSG00000139718
ENSG00000140307
ENSG00000118965
ENSG00000154642
ENSG00000099821
ENSG00000169410
ENSG00000140632
ENSG00000176853
ENSG00000197265
ENSG00000185019
ENSG00000028839
ENSG00000135365
ENSG00000121774
ENSG00000067248
ENSG00000121644
ENSG00000185800
ENSG00000157869
ENSG00000130305
ENSG00000108312
ENSG00000152942
ENSG00000130816
ENSG00000180979
ENSG00000116199
ENSG00000149262
ENSG00000181938
ENSG00000144233
ENSG00000122783
ENSG00000070950
ENSG00000119650
ENSG00000134444
ENSG00000163867
ENSG00000116580
ENSG00000144559
ENSG00000187049
ENSG00000084073
ENSG00000185753
ENSG00000168067
ENSG00000174744
ENSG00000001497
ENSG00000123684
ENSG00000135108
ENSG00000115020
ENSG00000198000
ENSG00000063601
ENSG00000163960
ENSG00000145349
ENSG00000166478
ENSG00000198874
ENSG00000163389
ENSG00000178988
ENSG00000165055
ENSG00000109445
ENSG00000176731
ENSG00000136273
ENSG00000173011
ENSG00000131043
ENSG00000167625
ENSG00000073169
ENSG00000187605
ENSG00000172869
ENSG00000132740
ENSG00000137500
ENSG00000175029
ENSG00000125630
ENSG00000122484
ENSG00000012983
ENSG00000163939
ENSG00000136100
ENSG00000005100
ENSG00000145725
ENSG00000143570
ENSG00000106443
ENSG00000078674
ENSG00000143319
ENSG00000175073
ENSG00000198836
ENSG00000164941
ENSG00000067900
ENSG00000100802
ENSG00000122678
ENSG00000093000
ENSG00000047346
ENSG00000086504
ENSG00000120458
ENSG00000165060
ENSG00000117505
ENSG00000175792
ENSG00000140854
ENSG00000028116
ENSG00000179988
ENSG00000075303
ENSG00000164715
ENSG00000188177
ENSG00000165916
ENSG00000167395
ENSG00000107854
ENSG00000085185
ENSG00000092439
ENSG00000148840
ENSG00000011143
ENSG00000148606
ENSG00000134461
ENSG00000159256
ENSG00000116095
ENSG00000116747
ENSG00000172239
ENSG00000178966
ENSG00000117036
ENSG00000198160
ENSG00000182208
ENSG00000204356
ENSG00000164091
ENSG00000116691
ENSG00000163348
ENSG00000196605
ENSG00000137713
ENSG00000139625
ENSG00000144320
ENSG00000119574
ENSG00000112851
ENSG00000187764
ENSG00000020922
ENSG00000144048
ENSG00000197498
ENSG00000198585
ENSG00000113273
ENSG00000162694
ENSG00000181163
ENSG00000159147
ENSG00000237765
ENSG00000166529
ENSG00000131591
ENSG00000108854
ENSG00000140043
ENSG00000085872
ENSG00000162928
ENSG00000144747
ENSG00000112130
ENSG00000180370
ENSG00000127452
ENSG00000065526
ENSG00000103544
ENSG00000139163
ENSG00000120647
ENSG00000197535
ENSG00000168246
ENSG00000118260
ENSG00000115421
ENSG00000145715
ENSG00000174796
ENSG00000101624
ENSG00000178921
ENSG00000184708
ENSG00000147905
ENSG00000165997
ENSG00000166140
ENSG00000071655
ENSG00000166377
ENSG00000175931
ENSG00000127616
ENSG00000111731
ENSG00000128463
ENSG00000064490
ENSG00000173846
ENSG00000127220
ENSG00000138074
ENSG00000122435
ENSG00000143374
ENSG00000055147
ENSG00000111707
ENSG00000102241
ENSG00000173960
ENSG00000106290
ENSG00000163635
ENSG00000198954
ENSG00000151353
ENSG00000113552
ENSG00000107951
ENSG00000005007
ENSG00000158711
ENSG00000214367
ENSG00000126456
ENSG00000102078
ENSG00000138018
ENSG00000129347
ENSG00000069943
ENSG00000062650
ENSG00000149308
ENSG00000092531
ENSG00000025293
ENSG00000031823
ENSG00000163872
ENSG00000123106
ENSG00000156017
ENSG00000181523
ENSG00000170632
ENSG00000100796
ENSG00000137871
ENSG00000070367
ENSG00000100578
ENSG00000132423
ENSG00000138463
ENSG00000087995
ENSG00000128891
ENSG00000078142
ENSG00000163214
ENSG00000141971
ENSG00000132394
ENSG00000148634
ENSG00000169188
ENSG00000115145
ENSG00000003509
ENSG00000165209
ENSG00000167775
ENSG00000116668
ENSG00000124789
ENSG00000100271
ENSG00000135974
ENSG00000139372
ENSG00000095906
ENSG00000087338
ENSG00000090565
ENSG00000100105
ENSG00000126775
ENSG00000136897
ENSG00000105486
ENSG00000112234
ENSG00000196937
ENSG00000170836
ENSG00000148296
ENSG00000158623
ENSG00000066697
ENSG00000009844
ENSG00000137947
ENSG00000112624
ENSG00000100281
ENSG00000172046
ENSG00000104915
ENSG00000065243
ENSG00000157895
ENSG00000183751
ENSG00000095574
ENSG00000172785
ENSG00000147548
ENSG00000215114
ENSG00000128908
ENSG00000196646
ENSG00000121851
ENSG00000170604
ENSG00000120137
ENSG00000089234
ENSG00000138614
ENSG00000119048
ENSG00000144306
ENSG00000169609
ENSG00000178028
ENSG00000148943
ENSG00000117298
ENSG00000134152
ENSG00000109519
ENSG00000168522
ENSG00000103429
ENSG00000188785
ENSG00000069956
ENSG00000163319
ENSG00000198919
