,ig_rank,saliency_rank,gs_rank
1578,ENSG00000112118.16,ENSG00000112118.16,ENSG00000102753.8
1579,ENSG00000086504.14,ENSG00000086504.14,ENSG00000122484.8
1580,ENSG00000104442.8,ENSG00000104442.8,ENSG00000112118.16
1581,ENSG00000188092.13,ENSG00000188092.13,ENSG00000086504.14
1582,ENSG00000163608.13,ENSG00000163608.13,ENSG00000104442.8
1583,ENSG00000196387.8,ENSG00000196387.8,ENSG00000188092.13
1584,ENSG00000110446.8,ENSG00000110446.8,ENSG00000163608.13
1585,ENSG00000119878.5,ENSG00000119878.5,ENSG00000196387.8
1586,ENSG00000123352.16,ENSG00000123352.16,ENSG00000119878.5
1587,ENSG00000007080.9,ENSG00000007080.9,ENSG00000123352.16
1588,ENSG00000100503.22,ENSG00000100503.22,ENSG00000007080.9
1589,ENSG00000138246.14,ENSG00000138246.14,ENSG00000100503.22
1590,ENSG00000254004.5,ENSG00000254004.5,ENSG00000138246.14
1591,ENSG00000039123.14,ENSG00000039123.14,ENSG00000254004.5
1592,ENSG00000144747.13,ENSG00000144747.13,ENSG00000039123.14
1593,ENSG00000080371.5,ENSG00000080371.5,ENSG00000144747.13
1594,ENSG00000181523.11,ENSG00000181523.11,ENSG00000080371.5
1595,ENSG00000120699.11,ENSG00000120699.11,ENSG00000181523.11
1596,ENSG00000144233.8,ENSG00000144233.8,ENSG00000120699.11
1597,ENSG00000172262.10,ENSG00000172262.10,ENSG00000144233.8
1598,ENSG00000075856.10,ENSG00000075856.10,ENSG00000172262.10
1599,ENSG00000039319.15,ENSG00000039319.15,ENSG00000075856.10
1600,ENSG00000101624.9,ENSG00000101624.9,ENSG00000039319.15
1601,ENSG00000186834.3,ENSG00000186834.3,ENSG00000101624.9
1602,ENSG00000005007.11,ENSG00000005007.11,ENSG00000186834.3
1603,ENSG00000144635.7,ENSG00000144635.7,ENSG00000005007.11
1604,ENSG00000133884.8,ENSG00000133884.8,ENSG00000144635.7
1605,ENSG00000197535.13,ENSG00000197535.13,ENSG00000133884.8
1606,ENSG00000064545.13,ENSG00000064545.13,ENSG00000197535.13
1607,ENSG00000148814.16,ENSG00000148814.16,ENSG00000064545.13
1608,ENSG00000177706.8,ENSG00000177706.8,ENSG00000148814.16
1609,ENSG00000133606.9,ENSG00000133606.9,ENSG00000177706.8
1610,ENSG00000162227.6,ENSG00000162227.6,ENSG00000133606.9
1611,ENSG00000030066.12,ENSG00000030066.12,ENSG00000162227.6
1612,ENSG00000172922.7,ENSG00000172922.7,ENSG00000030066.12
1613,ENSG00000156273.14,ENSG00000156273.14,ENSG00000172922.7
1614,ENSG00000155304.5,ENSG00000155304.5,ENSG00000156273.14
1615,ENSG00000165322.16,ENSG00000165322.16,ENSG00000155304.5
1616,ENSG00000177733.6,ENSG00000177733.6,ENSG00000165322.16
1617,ENSG00000113734.16,ENSG00000113734.16,ENSG00000177733.6
1618,ENSG00000175792.10,ENSG00000175792.10,ENSG00000113734.16
1619,ENSG00000181938.12,ENSG00000181938.12,ENSG00000175792.10
1620,ENSG00000139719.8,ENSG00000139719.8,ENSG00000181938.12
1621,ENSG00000131591.16,ENSG00000131591.16,ENSG00000139719.8
1622,ENSG00000110756.16,ENSG00000110756.16,ENSG00000131591.16
1623,ENSG00000114331.11,ENSG00000114331.11,ENSG00000110756.16
1624,ENSG00000095906.15,ENSG00000095906.15,ENSG00000114331.11
1625,ENSG00000164144.13,ENSG00000164144.13,ENSG00000095906.15
1626,ENSG00000174485.13,ENSG00000174485.13,ENSG00000164144.13
1627,ENSG00000130816.13,ENSG00000130816.13,ENSG00000174485.13
1628,ENSG00000213676.9,ENSG00000213676.9,ENSG00000130816.13
1629,ENSG00000073169.12,ENSG00000073169.12,ENSG00000213676.9
1630,ENSG00000102974.13,ENSG00000102974.13,ENSG00000073169.12
1631,ENSG00000099956.16,ENSG00000099956.16,ENSG00000102974.13
1632,ENSG00000169188.4,ENSG00000169188.4,ENSG00000099956.16
1633,ENSG00000131389.15,ENSG00000131389.15,ENSG00000169188.4
1634,ENSG00000186687.14,ENSG00000186687.14,ENSG00000186687.14
1635,ENSG00000105705.14,ENSG00000105705.14,ENSG00000105705.14
1636,ENSG00000213281.4,ENSG00000213281.4,ENSG00000213281.4
1637,ENSG00000181163.12,ENSG00000181163.12,ENSG00000181163.12
1638,ENSG00000183955.11,ENSG00000183955.11,ENSG00000183955.11
1639,ENSG00000115808.10,ENSG00000115808.10,ENSG00000115808.10
1640,ENSG00000140350.14,ENSG00000140350.14,ENSG00000140350.14
1641,ENSG00000105983.18,ENSG00000105983.18,ENSG00000105983.18
1642,ENSG00000164715.5,ENSG00000164715.5,ENSG00000164715.5
1643,ENSG00000115421.11,ENSG00000115421.11,ENSG00000115421.11
1644,ENSG00000198089.13,ENSG00000198089.13,ENSG00000198089.13
1645,ENSG00000154642.9,ENSG00000154642.9,ENSG00000154642.9
1646,ENSG00000182957.14,ENSG00000182957.14,ENSG00000182957.14
1647,ENSG00000005156.10,ENSG00000005156.10,ENSG00000005156.10
1648,ENSG00000002330.12,ENSG00000002330.12,ENSG00000002330.12
1649,ENSG00000011143.15,ENSG00000011143.15,ENSG00000011143.15
1650,ENSG00000161904.10,ENSG00000161904.10,ENSG00000161904.10
1651,ENSG00000084093.14,ENSG00000084093.14,ENSG00000084093.14
1652,ENSG00000164022.15,ENSG00000164022.15,ENSG00000164022.15
1653,ENSG00000172869.13,ENSG00000172869.13,ENSG00000172869.13
1654,ENSG00000148688.12,ENSG00000148688.12,ENSG00000148688.12
1655,ENSG00000108578.13,ENSG00000108578.13,ENSG00000108578.13
1656,ENSG00000120539.13,ENSG00000120539.13,ENSG00000120539.13
1657,ENSG00000071655.16,ENSG00000071655.16,ENSG00000071655.16
1658,ENSG00000067900.6,ENSG00000067900.6,ENSG00000067900.6
1659,ENSG00000011376.8,ENSG00000011376.8,ENSG00000011376.8
1660,ENSG00000100603.12,ENSG00000100603.12,ENSG00000100603.12
1661,ENSG00000170322.13,ENSG00000170322.13,ENSG00000170322.13
1662,ENSG00000090565.14,ENSG00000090565.14,ENSG00000090565.14
1663,ENSG00000116809.10,ENSG00000116809.10,ENSG00000116809.10
1664,ENSG00000153989.7,ENSG00000153989.7,ENSG00000153989.7
1665,ENSG00000178921.12,ENSG00000178921.12,ENSG00000178921.12
1666,ENSG00000125870.9,ENSG00000125870.9,ENSG00000125870.9
1667,ENSG00000117133.9,ENSG00000117133.9,ENSG00000117133.9
1668,ENSG00000152219.4,ENSG00000152219.4,ENSG00000152219.4
1669,ENSG00000204371.10,ENSG00000204371.10,ENSG00000204371.10
1670,ENSG00000132740.7,ENSG00000132740.7,ENSG00000132740.7
1671,ENSG00000139496.14,ENSG00000139496.14,ENSG00000139496.14
1672,ENSG00000198060.8,ENSG00000198060.8,ENSG00000198060.8
1673,ENSG00000103429.9,ENSG00000103429.9,ENSG00000103429.9
1674,ENSG00000122122.9,ENSG00000122122.9,ENSG00000122122.9
1675,ENSG00000136104.17,ENSG00000136104.17,ENSG00000136104.17
1676,ENSG00000162599.14,ENSG00000162599.14,ENSG00000162599.14
1677,ENSG00000198876.11,ENSG00000198876.11,ENSG00000198876.11
1678,ENSG00000116793.14,ENSG00000116793.14,ENSG00000116793.14
1679,ENSG00000167470.11,ENSG00000167470.11,ENSG00000167470.11
1680,ENSG00000080503.18,ENSG00000080503.18,ENSG00000080503.18
1681,ENSG00000106299.7,ENSG00000106299.7,ENSG00000106299.7
1682,ENSG00000063601.15,ENSG00000063601.15,ENSG00000063601.15
1683,ENSG00000122643.17,ENSG00000122643.17,ENSG00000122643.17
1684,ENSG00000145996.10,ENSG00000145996.10,ENSG00000145996.10
1685,ENSG00000135372.7,ENSG00000135372.7,ENSG00000135372.7
1686,ENSG00000180370.9,ENSG00000180370.9,ENSG00000180370.9
1687,ENSG00000122678.13,ENSG00000122678.13,ENSG00000122678.13
1688,ENSG00000125449.5,ENSG00000125449.5,ENSG00000125449.5
1689,ENSG00000036054.11,ENSG00000036054.11,ENSG00000036054.11
1690,ENSG00000151553.13,ENSG00000151553.13,ENSG00000151553.13
1691,ENSG00000119844.13,ENSG00000119844.13,ENSG00000119844.13
1692,ENSG00000144559.9,ENSG00000144559.9,ENSG00000144559.9
1693,ENSG00000061938.15,ENSG00000061938.15,ENSG00000061938.15
1694,ENSG00000170779.10,ENSG00000170779.10,ENSG00000170779.10
1695,ENSG00000278053.3,ENSG00000278053.3,ENSG00000278053.3
1696,ENSG00000148634.14,ENSG00000148634.14,ENSG00000148634.14
1697,ENSG00000149115.12,ENSG00000149115.12,ENSG00000149115.12
1698,ENSG00000111266.7,ENSG00000111266.7,ENSG00000111266.7
1699,ENSG00000145041.14,ENSG00000145041.14,ENSG00000145041.14
1700,ENSG00000114770.15,ENSG00000114770.15,ENSG00000114770.15
1701,ENSG00000198836.7,ENSG00000198836.7,ENSG00000198836.7
1702,ENSG00000115289.11,ENSG00000115289.11,ENSG00000115289.11
1703,ENSG00000146828.16,ENSG00000146828.16,ENSG00000146828.16
1704,ENSG00000068784.11,ENSG00000068784.11,ENSG00000068784.11
1705,ENSG00000107951.11,ENSG00000107951.11,ENSG00000107951.11
1706,ENSG00000157911.8,ENSG00000157911.8,ENSG00000157911.8
1707,ENSG00000120314.17,ENSG00000120314.17,ENSG00000120314.17
1708,ENSG00000168067.10,ENSG00000168067.10,ENSG00000168067.10
1709,ENSG00000100802.13,ENSG00000100802.13,ENSG00000100802.13
1710,ENSG00000150768.14,ENSG00000150768.14,ENSG00000150768.14
1711,ENSG00000162222.12,ENSG00000162222.12,ENSG00000162222.12
1712,ENSG00000115170.12,ENSG00000115170.12,ENSG00000115170.12
1713,ENSG00000151611.12,ENSG00000151611.12,ENSG00000151611.12
1714,ENSG00000157881.12,ENSG00000157881.12,ENSG00000157881.12
1715,ENSG00000020922.11,ENSG00000020922.11,ENSG00000020922.11
1716,ENSG00000031823.13,ENSG00000031823.13,ENSG00000031823.13
1717,ENSG00000170852.9,ENSG00000170852.9,ENSG00000170852.9
1718,ENSG00000125630.14,ENSG00000125630.14,ENSG00000125630.14
1719,ENSG00000145241.9,ENSG00000145241.9,ENSG00000145241.9
1720,ENSG00000117481.9,ENSG00000117481.9,ENSG00000117481.9
1721,ENSG00000110107.7,ENSG00000110107.7,ENSG00000110107.7
1722,ENSG00000067248.8,ENSG00000067248.8,ENSG00000067248.8
1723,ENSG00000119912.14,ENSG00000119912.14,ENSG00000119912.14
1724,ENSG00000083520.13,ENSG00000083520.13,ENSG00000083520.13
1725,ENSG00000107854.5,ENSG00000107854.5,ENSG00000107854.5
1726,ENSG00000058600.14,ENSG00000058600.14,ENSG00000058600.14
1727,ENSG00000107669.16,ENSG00000107669.16,ENSG00000107669.16
1728,ENSG00000108312.13,ENSG00000108312.13,ENSG00000108312.13
1729,ENSG00000067369.12,ENSG00000067369.12,ENSG00000067369.12
1730,ENSG00000064961.17,ENSG00000064961.17,ENSG00000064961.17
1731,ENSG00000143294.13,ENSG00000143294.13,ENSG00000143294.13
1732,ENSG00000197579.6,ENSG00000197579.6,ENSG00000197579.6
1733,ENSG00000115145.8,ENSG00000115145.8,ENSG00000115145.8
1734,ENSG00000085415.14,ENSG00000085415.14,ENSG00000085415.14
1735,ENSG00000135241.15,ENSG00000135241.15,ENSG00000135241.15
1736,ENSG00000146083.10,ENSG00000146083.10,ENSG00000146083.10
1737,ENSG00000188343.11,ENSG00000188343.11,ENSG00000188343.11
1738,ENSG00000120942.12,ENSG00000120942.12,ENSG00000120942.12
1739,ENSG00000135457.8,ENSG00000135457.8,ENSG00000135457.8
1740,ENSG00000189403.13,ENSG00000189403.13,ENSG00000189403.13
1741,ENSG00000164031.15,ENSG00000164031.15,ENSG00000164031.15
1742,ENSG00000122952.15,ENSG00000122952.15,ENSG00000122952.15
1743,ENSG00000163697.15,ENSG00000163697.15,ENSG00000163697.15
1744,ENSG00000157500.9,ENSG00000157500.9,ENSG00000157500.9
1745,ENSG00000095574.10,ENSG00000095574.10,ENSG00000095574.10
1746,ENSG00000166452.10,ENSG00000166452.10,ENSG00000166452.10
1747,ENSG00000175029.15,ENSG00000175029.15,ENSG00000175029.15
1748,ENSG00000004766.14,ENSG00000004766.14,ENSG00000004766.14
1749,ENSG00000129071.8,ENSG00000129071.8,ENSG00000129071.8
1750,ENSG00000144036.13,ENSG00000144036.13,ENSG00000144036.13
1751,ENSG00000132912.11,ENSG00000132912.11,ENSG00000132912.11
1752,ENSG00000165669.12,ENSG00000165669.12,ENSG00000165669.12
1753,ENSG00000076924.10,ENSG00000076924.10,ENSG00000076924.10
1754,ENSG00000120733.12,ENSG00000120733.12,ENSG00000120733.12
