gene_id,ig_rank,saliency_rank,gbp_rank,gs_rank
ENSG00000184478.6,612.7423296,399.3974475,399.3974475,1038.47975
ENSG00000164871.16,480.6865939,366.9700719,366.9700719,822.5831343
ENSG00000184895.7,791.1800254,361.0497136,361.0497136,1262.413939
ENSG00000176900.2,191.6273268,353.5625271,353.5625271,357.9929358
ENSG00000185823.3,1543.272937,329.6463924,329.6463924,1718.933864
ENSG00000169340.8,765.1479871,320.4673711,320.4673711,1054.209161
ENSG00000222036.6,410.0226027,319.2892163,319.2892163,701.3228988
ENSG00000168757.11,260.3780828,318.0187153,318.0187153,486.1739499
ENSG00000180424.6,366.6190184,314.1249445,314.1249445,660.3331745
ENSG00000150244.11,438.8660517,309.9162463,309.9162463,759.1075961
ENSG00000168830.7,1218.271102,303.3098184,303.3098184,1498.474545
ENSG00000135413.7,310.451164,302.3830856,302.3830856,556.0725003
ENSG00000184954.4,253.1121254,299.0148858,299.0148858,454.1360506
ENSG00000244588.4,1044.749584,298.2006707,298.2006707,1071.33817
ENSG00000189299.6,337.8996869,297.8877587,297.8877587,595.0621792
ENSG00000224659.2,161.090629,291.2412102,291.2412102,303.546453
ENSG00000203811.1,1185.663103,286.6993585,286.6993585,1367.024546
ENSG00000182187.3,380.8373597,285.8491108,285.8491108,648.6503368
ENSG00000145863.9,429.414906,285.7972534,285.7972534,680.7791318
ENSG00000230657.5,450.0723765,277.1542901,277.1542901,674.5677961
ENSG00000106410.13,586.7000837,276.6705997,276.6705997,893.0637852
ENSG00000104818.14,512.521802,275.2704211,275.2704211,833.9479409
ENSG00000151418.10,670.1988975,267.0086397,267.0086397,1045.041521
ENSG00000229183.7,253.0786274,260.7656204,260.7656204,453.1051783
ENSG00000176136.5,1040.539973,259.2990146,259.2990146,1131.90763
ENSG00000163254.4,407.3153458,252.6035175,252.6035175,679.7957481
ENSG00000255298.2,575.1326653,251.197984,251.197984,850.2356855
ENSG00000182712.14,332.5113612,249.0885684,249.0885684,590.879056
ENSG00000157060.13,761.2255178,248.7797686,248.7797686,911.0547987
ENSG00000256394.2,625.7136092,243.6258634,243.6258634,823.2465661
ENSG00000187569.2,602.4157142,243.3912321,243.3912321,918.3972589
ENSG00000118434.7,359.9257492,240.5698784,240.5698784,612.0204116
ENSG00000144010.8,290.558225,236.9755772,236.9755772,492.7994224
ENSG00000164853.8,323.2001904,233.5216505,233.5216505,534.024651
ENSG00000204019.4,1246.414735,229.9787362,229.9787362,1879.615998
ENSG00000162761.13,1523.968859,229.1509972,229.1509972,1433.366224
ENSG00000182798.9,2202.532294,228.6888988,228.6888988,1532.311857
ENSG00000006116.3,790.3773816,227.0497735,227.0497735,1032.166414
ENSG00000235942.2,240.3130071,223.6130424,223.6130424,434.3203448
ENSG00000276430.2,280.5622897,222.9214389,222.9214389,480.3445528
ENSG00000126545.12,447.922539,222.8852053,222.8852053,664.5254924
ENSG00000187258.12,1454.98793,222.5308195,222.5308195,1567.038322
ENSG00000095981.9,758.770938,221.6371471,221.6371471,1027.2481
ENSG00000204361.8,1341.84808,221.5658845,221.5658845,1090.407494
ENSG00000244057.3,225.824939,221.2046913,221.2046913,424.5741371
ENSG00000153266.11,785.3811968,220.6052495,220.6052495,1082.560205
ENSG00000143006.7,509.9546262,219.0720334,219.0720334,766.1803255
ENSG00000151033.8,438.6666667,218.6313609,218.6313609,681.7261562
ENSG00000215262.6,987.7332775,218.0185949,218.0185949,1070.816437
ENSG00000168619.14,635.7207097,217.1935431,217.1935431,887.5269104
ENSG00000135346.7,1581.963467,216.9982634,216.9982634,1566.446708
ENSG00000213218.8,308.7944167,214.8349917,214.8349917,508.9942488
ENSG00000022355.13,1016.983283,214.1740936,214.1740936,1276.658246
ENSG00000118231.4,437.1681222,213.3620551,213.3620551,705.597835
ENSG00000072080.9,802.8476088,210.1089354,210.1089354,1134.063719
ENSG00000172058.14,1847.910292,209.2750628,209.2750628,1133.26201
ENSG00000203963.10,667.6194637,207.4631389,207.4631389,811.2944954
ENSG00000188996.4,2380.319763,207.2967308,207.2967308,976.9240741
ENSG00000095110.6,1150.67285,206.9793564,206.9793564,1115.271034
ENSG00000180269.7,250.4466327,206.2686305,206.2686305,429.349926
ENSG00000122145.13,587.0089785,205.168845,205.168845,808.1153901
ENSG00000068985.4,615.3519056,203.9464774,203.9464774,902.738781
ENSG00000074771.3,367.1471256,203.7141369,203.7141369,568.1417507
ENSG00000205669.2,1102.191694,199.7119269,199.7119269,902.5184901
ENSG00000138039.13,960.8720481,198.9290724,198.9290724,976.6371636
ENSG00000145879.9,1762.754692,198.8711972,198.8711972,1695.408266
ENSG00000171487.13,714.806016,197.7404322,197.7404322,888.5306049
ENSG00000184571.12,803.2686026,197.5533241,197.5533241,862.8683003
ENSG00000224960.3,313.6080128,197.5296174,197.5296174,525.9541328
ENSG00000274391.3,415.8217282,197.3131457,197.3131457,672.7380446
ENSG00000168267.5,574.4649695,193.1609659,193.1609659,751.2681064
ENSG00000154415.6,221.5412431,190.5122223,190.5122223,376.0058252
ENSG00000146926.9,492.3543421,189.9415761,189.9415761,698.352661
ENSG00000075429.7,699.3621303,189.2529069,189.2529069,819.7709504
ENSG00000278463.1,1059.951614,189.0437018,189.0437018,827.3166756
ENSG00000153820.11,1233.981296,188.5095306,188.5095306,1347.921133
ENSG00000197745.2,335.4198956,187.8712607,187.8712607,569.3868413
ENSG00000226372.2,269.2947945,187.7701927,187.7701927,446.8763968
ENSG00000169393.7,437.3395442,187.2705164,187.2705164,632.3834619
ENSG00000186335.7,1165.225995,187.1385597,187.1385597,1001.213305
ENSG00000261667.1,335.5881934,186.3699195,186.3699195,554.9719494
ENSG00000116996.8,348.0999611,186.0926137,186.0926137,534.5124521
ENSG00000169900.6,1705.353445,183.9869031,183.9869031,1552.616323
ENSG00000185294.6,361.7080698,183.7946982,183.7946982,559.9773363
ENSG00000188729.5,1074.614143,183.5848349,183.5848349,1104.61214
ENSG00000150361.10,647.7787705,183.3757939,183.3757939,880.2645344
ENSG00000206105.2,153.6703582,183.0216694,183.0216694,288.5355357
ENSG00000251655.5,166.4455357,182.6111446,182.6111446,264.8446923
ENSG00000198398.2,298.5207051,181.4248339,181.4248339,502.0851391
ENSG00000198178.9,1239.393763,181.3471787,181.3471787,1036.90742
ENSG00000248713.1,2100.754122,181.1919216,181.1919216,1588.310896
ENSG00000160349.8,1101.281217,180.7984212,180.7984212,1009.645363
ENSG00000104918.6,2156.278753,179.6781321,179.6781321,1348.148067
ENSG00000178115.11,815.880031,179.1174479,179.1174479,759.3498646
ENSG00000062096.13,1695.052511,179.016418,179.016418,1364.92922
ENSG00000175820.3,1625.507971,178.9501208,178.9501208,750.7427287
ENSG00000236761.5,1065.107,178.543085,178.543085,797.1749996
ENSG00000231824.3,691.663522,178.3549609,178.3549609,897.6271752
ENSG00000230778.1,562.3773464,178.2009256,178.2009256,699.3408461
ENSG00000233670.6,1345.857198,177.9126679,177.9126679,1376.567124
ENSG00000104371.4,1879.192633,177.7615598,177.7615598,1557.912431
ENSG00000174914.1,76.73300099,177.249167,177.249167,144.5522121
ENSG00000119913.4,808.669963,177.0327172,177.0327172,884.2103592
ENSG00000196228.3,497.2262958,176.2412223,176.2412223,711.0769066
ENSG00000144015.4,397.5486428,175.0222001,175.0222001,610.2160987
ENSG00000164458.8,688.1056105,173.4817696,173.4817696,840.4365292
ENSG00000173572.10,390.6845021,173.3665983,173.3665983,560.1081605
ENSG00000267368.1,2150.075072,172.3829751,172.3829751,1704.882127
ENSG00000204961.6,1508.081361,172.2990464,172.2990464,1085.379847
ENSG00000132446.6,270.3141974,170.4246259,170.4246259,475.7241388
ENSG00000228836.7,189.6106576,170.2971467,170.2971467,343.2316064
ENSG00000106128.17,1299.489919,169.9484549,169.9484549,1063.254757
ENSG00000185873.7,600.790732,169.759199,169.759199,858.4111683
ENSG00000166948.8,394.6395368,169.5302841,169.5302841,582.1843092
ENSG00000168875.2,897.8383764,169.1462316,169.1462316,1242.318308
ENSG00000126890.13,957.1537674,169.0196125,169.0196125,1355.928486
ENSG00000214978.7,254.9318809,168.8922513,168.8922513,429.9169529
ENSG00000101292.7,428.8363757,168.5730961,168.5730961,579.8313047
ENSG00000117501.13,906.9190032,166.8544902,166.8544902,860.0855643
ENSG00000171060.9,781.5350134,166.6645083,166.6645083,866.479692
ENSG00000128313.2,880.6385829,166.6251625,166.6251625,761.2632028
ENSG00000162456.8,546.0130216,166.1712728,166.1712728,759.0574706
ENSG00000105398.3,1108.062774,166.1054195,166.1054195,1356.267991
ENSG00000139151.13,632.5791242,165.596463,165.596463,685.8124155
ENSG00000164816.7,605.1958044,164.9960237,164.9960237,943.5440855
ENSG00000143595.11,1188.10991,164.4177611,164.4177611,1018.955921
ENSG00000266524.2,2947.120675,164.3221764,164.3221764,1539.701759
ENSG00000271079.1,1171.70037,163.7893643,163.7893643,959.6014516
ENSG00000006128.10,1973.979767,163.5711921,163.5711921,1697.929976
ENSG00000152977.8,2377.372003,163.2421865,163.2421865,2121.012698
ENSG00000185069.2,378.8379671,162.1768399,162.1768399,534.667527
ENSG00000122711.7,1892.134198,161.1138931,161.1138931,1837.776615
ENSG00000134438.9,568.0918606,160.8747515,160.8747515,649.4043504
ENSG00000118702.8,674.3146192,160.0690149,160.0690149,833.0346679
ENSG00000165583.12,466.7298642,159.9413816,159.9413816,659.9510818
ENSG00000184148.3,568.5670966,159.2980984,159.2980984,891.1067256
ENSG00000169618.6,1194.206361,159.0267428,159.0267428,825.8037803
ENSG00000273540.1,435.0775242,158.9194632,158.9194632,613.834473
ENSG00000280165.1,1076.350043,158.3550907,158.3550907,963.0596887
ENSG00000134389.9,481.0885554,158.2615415,158.2615415,718.2247248
ENSG00000179751.6,295.8178943,157.4609298,157.4609298,479.0829126
ENSG00000182050.12,1964.639509,157.3767392,157.3767392,1483.341999
ENSG00000198099.7,1414.980168,157.067093,157.067093,1174.906144
ENSG00000273777.3,879.9228907,156.0682998,156.0682998,829.4566986
ENSG00000183607.8,750.1478864,155.969838,155.969838,1006.137913
ENSG00000235631.1,1335.387988,155.8758919,155.8758919,692.8466629
ENSG00000152936.9,861.2906011,154.5232658,154.5232658,846.9578227
ENSG00000156395.11,1493.807288,154.4035652,154.4035652,1398.050002
ENSG00000175497.15,2037.448143,154.3286983,154.3286983,1639.708327
ENSG00000182111.8,558.0018379,154.1503478,154.1503478,706.640904
ENSG00000078898.6,1779.627204,154.0311039,154.0311039,1777.874248
ENSG00000212901.3,553.5837304,153.7039561,153.7039561,753.7026654
ENSG00000109158.9,923.0170136,153.01161,153.01161,1003.96346
ENSG00000168959.13,963.1583907,152.6568557,152.6568557,931.4741614
ENSG00000174038.11,1087.198621,152.392407,152.392407,698.24952
ENSG00000233932.4,701.0563528,152.1930207,152.1930207,797.6977242
ENSG00000015592.15,1374.426545,152.1803304,152.1803304,1138.371765
ENSG00000254647.5,338.7865573,152.05843,152.05843,578.9331617
ENSG00000179142.2,118.1194978,151.9321058,151.9321058,215.8207689
ENSG00000175065.10,935.929937,151.868644,151.868644,942.5148806
ENSG00000228570.6,1056.311738,151.6919369,151.6919369,902.4416848
ENSG00000189182.8,762.9543494,151.4068574,151.4068574,924.2968118
ENSG00000171495.15,596.4093084,151.2942775,151.2942775,596.4249155
ENSG00000164326.4,1158.556803,150.4295716,150.4295716,1412.428854
ENSG00000187094.10,1708.483043,150.3471082,150.3471082,1550.726423
ENSG00000267978.4,657.136766,149.826004,149.826004,1026.360573
ENSG00000131668.12,2414.934509,149.6764055,149.6764055,1597.145191
ENSG00000112077.14,472.8326669,149.3608975,149.3608975,591.7794324
ENSG00000186146.1,180.1791103,149.2188203,149.2188203,323.7604036
ENSG00000138472.9,303.1084831,149.063362,149.063362,475.7886482
ENSG00000099721.12,212.71624,149.0606764,149.0606764,361.5839382
ENSG00000102891.3,270.2040907,148.9901225,148.9901225,457.6383175
ENSG00000187180.3,155.3896983,148.6184613,148.6184613,279.7416727
ENSG00000184601.9,1435.377635,148.388815,148.388815,1356.788463
ENSG00000156269.4,659.9346047,147.6819937,147.6819937,797.5262587
ENSG00000111704.9,718.1421497,147.376652,147.376652,565.6316018
ENSG00000125255.6,613.3044347,146.8297553,146.8297553,884.1951654
ENSG00000170523.3,1281.436732,146.5854711,146.5854711,1072.285302
ENSG00000184389.9,933.0539161,146.4416968,146.4416968,660.5696675
ENSG00000206043.6,313.9389322,146.0235929,146.0235929,454.8840823
ENSG00000184350.9,1065.961446,145.7594051,145.7594051,974.6517853
ENSG00000187223.3,128.6751239,145.5895807,145.5895807,230.6291992
ENSG00000184471.7,459.6004838,144.9956387,144.9956387,614.6680253
ENSG00000272573.4,1070.95675,144.3170765,144.3170765,656.1625979
ENSG00000268940.4,395.6838119,144.0552471,144.0552471,630.9259263
ENSG00000118972.1,560.8083742,144.0324006,144.0324006,684.3656096
ENSG00000133742.12,1237.140482,143.8124947,143.8124947,933.1150963
ENSG00000162763.3,666.1462817,143.0455001,143.0455001,761.5838403
ENSG00000169067.3,1237.269841,142.9227141,142.9227141,962.7846655
ENSG00000086506.2,1205.739708,142.7142333,142.7142333,949.7631147
ENSG00000214237.8,856.2348064,142.5146257,142.5146257,648.535422
ENSG00000171199.8,397.344494,142.0883965,142.0883965,630.9883302
ENSG00000180658.3,263.5072606,141.9833867,141.9833867,403.6709642
ENSG00000145642.10,967.1861387,141.8295643,141.8295643,744.8313969
ENSG00000006059.3,682.4897496,140.971724,140.971724,828.1012096
ENSG00000116745.6,1123.266102,140.8289049,140.8289049,998.4064341
ENSG00000126856.12,845.2499648,140.7430936,140.7430936,713.1013962
ENSG00000104755.13,433.8303386,140.4745358,140.4745358,595.5502382
ENSG00000189186.9,370.8101846,140.140771,140.140771,558.4594141
ENSG00000127530.2,716.813093,139.7949369,139.7949369,679.1776084
ENSG00000163394.5,542.4370735,139.7293336,139.7293336,632.2250428
ENSG00000185247.13,1002.630156,139.716332,139.716332,1247.257965
ENSG00000177938.4,394.7406895,139.3459081,139.3459081,548.7400553
ENSG00000265203.1,742.5798529,139.1641558,139.1641558,749.9617792
ENSG00000110680.11,1532.840075,138.7821773,138.7821773,1347.121133
ENSG00000146910.10,511.2129595,138.2600858,138.2600858,589.0547558
ENSG00000197616.10,925.7077451,138.1724754,138.1724754,811.0598522
ENSG00000264006.5,694.8950449,137.9838567,137.9838567,692.2957627
ENSG00000182035.10,423.3316987,137.8307624,137.8307624,542.606151
ENSG00000236444.3,1461.598604,137.6519926,137.6519926,440.6919422
ENSG00000167612.11,729.7007607,137.5663818,137.5663818,663.2147235
ENSG00000274419.3,431.7637245,137.4292703,137.4292703,627.2358419
ENSG00000158901.10,351.4992211,136.5386837,136.5386837,458.654023
ENSG00000147481.12,866.9318797,135.9736372,135.9736372,972.0792888
ENSG00000163288.12,959.5025139,135.717341,135.717341,904.8807651
ENSG00000273238.1,426.8090365,135.541432,135.541432,650.0209818
ENSG00000205922.4,1267.376071,135.2962417,135.2962417,995.7770514
ENSG00000160882.10,250.0038324,135.1634563,135.1634563,385.1509757
ENSG00000204174.5,859.69661,135.1556503,135.1556503,843.4007661
ENSG00000214897.3,263.7182797,134.9366526,134.9366526,377.3052907
ENSG00000214107.6,377.0731144,134.8770499,134.8770499,611.6346959
ENSG00000091664.7,344.7780035,134.8671745,134.8671745,565.1576235
ENSG00000127362.2,568.2245115,134.6622334,134.6622334,527.4550938
ENSG00000126010.5,1833.307684,134.6526594,134.6526594,951.8371944
ENSG00000253457.2,921.0688747,134.2863884,134.2863884,747.1430911
ENSG00000168930.12,136.2288143,134.1492856,134.1492856,236.5284662
ENSG00000139515.5,1292.915337,133.9069812,133.9069812,1489.223919
ENSG00000183662.9,1452.668573,133.8581678,133.8581678,840.7685661
ENSG00000198889.4,1161.433236,133.8099357,133.8099357,1307.208871
ENSG00000187823.3,638.5039784,133.535999,133.535999,850.2788334
ENSG00000172016.14,930.6225666,133.2802028,133.2802028,1372.386698
ENSG00000160505.14,858.7972288,133.2475406,133.2475406,812.9971451
ENSG00000169344.14,816.0534259,132.8679604,132.8679604,1041.98365
ENSG00000215612.6,1036.225439,132.7881923,132.7881923,1176.907995
ENSG00000174358.14,1250.815195,132.554175,132.554175,1394.158223
ENSG00000163285.7,827.3005027,132.0807549,132.0807549,891.1726945
ENSG00000156282.4,318.0726497,132.0508322,132.0508322,525.4468296
ENSG00000184611.10,1008.076853,131.9587618,131.9587618,606.0464105
ENSG00000197241.3,616.8491,131.7955619,131.7955619,513.5074826
ENSG00000165556.9,1632.728435,131.4705832,131.4705832,1753.52059
ENSG00000177257.2,172.5346227,131.1957642,131.1957642,312.076857
ENSG00000184022.3,258.4614447,131.187805,131.187805,432.9247986
ENSG00000187855.5,716.1828726,131.0905494,131.0905494,699.4480621
ENSG00000180772.6,710.1865515,130.716347,130.716347,935.0696291
ENSG00000196415.8,999.3876885,130.6704034,130.6704034,851.19652
ENSG00000131686.13,895.8189726,130.6091523,130.6091523,781.4803699
ENSG00000187533.12,279.6654459,130.4556891,130.4556891,420.1325783
ENSG00000145451.11,1332.151825,130.0076195,130.0076195,1089.537265
ENSG00000182333.13,577.7320246,129.4406369,129.4406369,714.6734996
ENSG00000187135.7,719.5836821,129.2707475,129.2707475,972.8797901
ENSG00000216588.7,1449.508874,129.2245885,129.2245885,1030.978981
ENSG00000249693.2,726.4879551,129.1140907,129.1140907,610.5125566
ENSG00000259823.4,1552.522634,128.6285552,128.6285552,1185.61898
ENSG00000000005.5,1262.380717,128.4578056,128.4578056,971.9847354
ENSG00000261341.4,1212.862204,128.1753022,128.1753022,723.7367468
ENSG00000188050.2,847.7054802,128.1129262,128.1129262,526.411451
ENSG00000152595.15,493.8949422,127.7639068,127.7639068,491.2566208
ENSG00000185559.12,1498.653521,127.6109316,127.6109316,1536.378739
ENSG00000102970.9,2724.884411,127.4956858,127.4956858,1036.256049
ENSG00000119283.14,1904.682825,127.281921,127.281921,800.8621471
ENSG00000184344.3,1299.435683,127.2498923,127.2498923,857.8956471
ENSG00000243137.6,1212.557992,127.1086004,127.1086004,1182.250865
ENSG00000123407.3,1206.819002,127.0780599,127.0780599,1322.456933
ENSG00000135625.7,1442.818358,127.0757436,127.0757436,856.3455422
ENSG00000122194.17,1329.020831,126.6500367,126.6500367,1314.421329
ENSG00000141668.8,1583.449095,126.6055316,126.6055316,1127.240954
ENSG00000164363.9,483.6070883,125.9456082,125.9456082,668.4129727
ENSG00000119614.2,593.3821821,125.8005612,125.8005612,584.8384669
ENSG00000186038.8,647.9936665,125.7188806,125.7188806,615.0408212
ENSG00000187144.10,914.8123357,125.5746651,125.5746651,647.2102794
ENSG00000196119.6,147.2950755,125.4538263,125.4538263,254.7949495
ENSG00000172399.5,1239.656143,125.4218005,125.4218005,785.73061
ENSG00000241224.5,723.0967164,124.7723697,124.7723697,1006.918098
ENSG00000259916.1,655.6187231,124.747242,124.747242,624.4497503
ENSG00000142025.14,447.2982146,124.2856177,124.2856177,554.1767824
ENSG00000172209.5,881.2635668,124.0151211,124.0151211,615.0256079
ENSG00000189108.11,1166.343414,123.9195016,123.9195016,842.5075477
ENSG00000133124.11,831.0055118,123.8496771,123.8496771,845.4113444
ENSG00000109101.6,2080.471132,123.828718,123.828718,1363.056467
ENSG00000203877.6,926.7439122,123.8204904,123.8204904,985.2878544
ENSG00000118113.10,1084.578417,123.8159695,123.8159695,892.3096609
ENSG00000095596.10,1822.69547,123.5185475,123.5185475,1026.13682
ENSG00000157654.16,1706.615732,123.3805738,123.3805738,796.5838055
ENSG00000227471.7,1834.88735,123.3329008,123.3329008,1177.041708
ENSG00000176294.4,172.107935,123.221499,123.221499,295.0634878
ENSG00000261272.1,294.6472297,123.0898719,123.0898719,323.8180509
ENSG00000101981.9,330.9629173,123.0410558,123.0410558,566.6683802
ENSG00000162494.5,870.4416669,122.8236847,122.8236847,770.1105524
ENSG00000187627.13,696.0515064,122.6972938,122.6972938,528.7288653
ENSG00000108342.11,1745.922106,122.6633463,122.6633463,1236.717352
ENSG00000081051.6,1037.08017,121.4722401,121.4722401,866.0556706
ENSG00000164756.11,1331.729586,121.3784508,121.3784508,1071.301297
ENSG00000164299.6,241.3434296,121.2177444,121.2177444,360.5049207
ENSG00000172867.3,1068.119919,121.2160868,121.2160868,862.4510861
ENSG00000171759.7,2031.089603,121.1448418,121.1448418,1339.437334
ENSG00000116703.13,746.4031103,121.0257083,121.0257083,497.5805379
ENSG00000184270.4,747.5287846,121.0218716,121.0218716,515.9590941
ENSG00000198570.5,931.5398556,120.9728834,120.9728834,759.3795187
ENSG00000166634.5,429.0949027,120.6298977,120.6298977,597.2516029
ENSG00000178772.6,997.2769862,120.5162047,120.5162047,840.834426
ENSG00000166220.11,561.5156174,120.4693235,120.4693235,573.3493756
ENSG00000137948.17,843.6960922,120.2186222,120.2186222,734.0263848
ENSG00000158748.3,930.8161769,120.0852675,120.0852675,656.9796471
ENSG00000135409.9,1233.354023,120.0242439,120.0242439,786.1313111
ENSG00000131738.8,465.3669258,119.9879491,119.9879491,573.7429959
ENSG00000217236.1,900.1084274,119.8534564,119.8534564,1011.169954
ENSG00000180483.6,155.08936,119.5462734,119.5462734,268.4133667
ENSG00000153779.9,175.5108184,119.1371628,119.1371628,309.0488524
ENSG00000169906.5,336.1808964,118.9543898,118.9543898,461.3779666
ENSG00000096395.9,497.1934652,118.8824083,118.8824083,587.5550103
ENSG00000163499.10,1191.068428,118.8169574,118.8169574,1079.920283
ENSG00000159339.12,1335.897961,118.632035,118.632035,700.5859839
ENSG00000175894.13,1664.215503,118.3127827,118.3127827,915.4807687
ENSG00000157219.3,295.119837,118.2461909,118.2461909,473.7854025
ENSG00000135443.7,525.320548,118.1682095,118.1682095,538.1843998
ENSG00000178084.1,472.7241739,118.0597044,118.0597044,486.2936917
ENSG00000213022.5,240.5138061,117.7353902,117.7353902,408.4993338
ENSG00000137204.13,1101.804994,117.6812733,117.6812733,1028.242596
ENSG00000171201.9,296.884543,117.1644021,117.1644021,465.2434491
ENSG00000143954.11,617.511456,117.1412036,117.1412036,874.2998544
ENSG00000168828.5,578.4777864,117.0668101,117.0668101,507.5908979
ENSG00000251258.1,488.9956415,117.0185722,117.0185722,527.7405955
ENSG00000127588.4,1248.464523,116.9939531,116.9939531,930.8070815
ENSG00000152214.11,398.5777554,116.8658508,116.8658508,516.6556687
ENSG00000203908.3,446.5383455,116.8497593,116.8497593,557.2139787
ENSG00000124092.11,847.015918,116.4059105,116.4059105,770.6206425
ENSG00000167346.6,373.7882887,116.0039838,116.0039838,565.2451404
ENSG00000186075.11,401.4764418,115.7642317,115.7642317,461.6568871
ENSG00000125879.4,439.9211886,115.7075482,115.7075482,564.9701433
ENSG00000175513.8,1156.853278,115.5861992,115.5861992,667.3160428
ENSG00000197888.2,1218.762194,115.5438888,115.5438888,987.0396576
ENSG00000182459.4,840.27624,115.5288008,115.5288008,592.6567104
ENSG00000227234.1,431.1262268,115.5025585,115.5025585,620.1097298
ENSG00000196427.12,655.4640616,115.2064566,115.2064566,748.1221482
ENSG00000140798.14,761.3024824,115.2024991,115.2024991,803.6006124
ENSG00000079557.4,469.6257956,115.1057505,115.1057505,664.2209072
ENSG00000135914.5,2271.114507,115.0947837,115.0947837,674.0289385
ENSG00000257008.5,582.2503743,115.0209634,115.0209634,512.1413737
ENSG00000103310.9,511.1321599,115.0170395,115.0170395,525.727384
ENSG00000163421.7,1367.19716,114.9085621,114.9085621,871.9108275
ENSG00000174448.7,710.605009,114.6895217,114.6895217,505.0406012
ENSG00000145626.10,1022.148469,114.6666638,114.6666638,1199.53678
ENSG00000174450.10,444.9317022,114.6193816,114.6193816,544.9612338
ENSG00000080511.3,552.8247211,114.5527793,114.5527793,591.0293946
ENSG00000100121.11,622.7208558,114.3570883,114.3570883,612.2510315
ENSG00000218819.4,288.4177681,114.2130788,114.2130788,372.8795952
ENSG00000116981.3,705.3976149,114.0488272,114.0488272,691.0427004
ENSG00000186442.7,727.2676945,114.0277558,114.0277558,706.2381789
ENSG00000231738.9,728.391274,113.9092207,113.9092207,675.1412328
ENSG00000187173.3,156.1892449,113.6836194,113.6836194,271.1159225
ENSG00000183644.12,1318.379379,113.5432973,113.5432973,777.0016907
ENSG00000188032.8,1006.014021,113.3379915,113.3379915,528.6520364
ENSG00000221986.5,1274.398723,113.3037044,113.3037044,813.4750892
ENSG00000160221.15,2165.937948,113.0017856,113.0017856,944.9771909
ENSG00000186458.4,628.5415029,112.9604888,112.9604888,895.1627644
ENSG00000104237.6,1021.488788,112.8709556,112.8709556,753.9444631
ENSG00000274209.3,709.5783968,112.8322159,112.8322159,643.2780749
ENSG00000187714.6,850.6877579,112.8151212,112.8151212,954.8377201
ENSG00000163283.6,1254.001446,112.7884975,112.7884975,1258.219189
ENSG00000213221.4,1779.728738,112.7294855,112.7294855,497.4601435
ENSG00000100012.10,733.0772124,112.3826903,112.3826903,655.6450863
ENSG00000111218.10,1204.739426,112.2957498,112.2957498,908.1535238
ENSG00000169306.8,968.4813446,112.2864492,112.2864492,721.1378525
ENSG00000122180.4,537.1102454,112.2780701,112.2780701,621.8619696
ENSG00000186190.7,180.8174921,111.7419535,111.7419535,295.3481891
ENSG00000029559.6,1600.329981,111.6073762,111.6073762,1026.334568
ENSG00000162624.13,707.6020044,111.5865383,111.5865383,810.7314283
ENSG00000126550.7,305.8053213,111.440649,111.440649,489.4707133
ENSG00000235711.4,473.1195271,111.4295988,111.4295988,483.6459212
ENSG00000213892.9,629.8057798,111.1795956,111.1795956,580.1435244
ENSG00000138347.14,911.2697099,110.8066443,110.8066443,634.8362137
ENSG00000197408.7,1102.860425,110.7875463,110.7875463,1100.187707
ENSG00000176769.9,1575.924013,110.7184106,110.7184106,1158.676293
ENSG00000151834.14,1317.343163,110.7120064,110.7120064,1040.104753
ENSG00000102195.8,438.3478582,110.5359196,110.5359196,573.7066777
ENSG00000242550.4,562.0085013,110.4857786,110.4857786,604.2246089
ENSG00000197084.5,573.768216,110.4476823,110.4476823,762.0649119
ENSG00000110375.2,2190.38852,110.3535029,110.3535029,969.3233124
ENSG00000105205.6,841.3507555,110.1406471,110.1406471,853.808006
ENSG00000184302.6,346.9118041,109.9990872,109.9990872,457.0547843
ENSG00000178597.5,752.8642408,109.7713299,109.7713299,852.5824045
ENSG00000136931.8,1047.46993,109.5848689,109.5848689,940.7760188
ENSG00000198354.5,1208.240133,109.4850468,109.4850468,916.3087986
ENSG00000108417.3,429.5433375,109.4764319,109.4764319,535.7114176
ENSG00000134765.8,1100.49141,109.3874368,109.3874368,725.4090878
ENSG00000239620.1,436.0667508,109.3598042,109.3598042,570.0360017
ENSG00000171501.8,156.8028831,109.3455595,109.3455595,260.5714372
ENSG00000256660.4,981.5409844,109.0720198,109.0720198,645.9943049
ENSG00000185742.6,1001.566906,108.996112,108.996112,895.9373685
ENSG00000177138.14,589.1427529,108.8724965,108.8724965,568.2695489
ENSG00000203740.3,619.3890008,108.6083657,108.6083657,614.3425677
ENSG00000165973.16,1619.872443,108.5188467,108.5188467,1217.794455
ENSG00000144227.4,538.3468663,108.4836849,108.4836849,629.6203608
ENSG00000225805.4,922.4485842,108.4007336,108.4007336,550.322724
ENSG00000198573.6,159.5694668,108.3406401,108.3406401,274.9593636
ENSG00000184709.7,1521.059843,108.2472112,108.2472112,1253.929056
ENSG00000135902.8,703.3186436,108.1978411,108.1978411,626.0533578
ENSG00000188037.9,1407.443486,108.1813219,108.1813219,626.1380164
ENSG00000168333.12,478.3823436,108.0232473,108.0232473,638.2921555
ENSG00000187054.13,882.9136597,107.8622334,107.8622334,946.4177728
ENSG00000274290.1,1496.954363,107.8340016,107.8340016,618.9830028
ENSG00000152208.10,956.5682511,107.6035439,107.6035439,903.8327591
